nom;description;logo;mots_cles_b;site_web_x;tags;emplacement;Date dernier financement;Série;Montant;LinkedIn;adresse_z;Contact;Date de création;Marché;Type d'organisme
ACINQ;Développement de divers solutions et outils (wallet, node, API) autour du Lighting Network, la principale technologie visant à rendre la blockchain du Bitcoin plus scalable;https://upload.prd.hbd.cloud.bpifrance.fr/cb9c7b23-37aa-4a5c-be56-e4fe3dc9bf84;;https://acinq.co/;;;;;;;;;;;
ACKLIO;"Acklio offre aux réseaux LPWAN de nouveaux marchés au-delà des seules applications IoT.

#Iot #software";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/77d9e065-7cf1-4376-a067-67f345914f38;;http://ackl.io/;;;;;;;;;;;
ACROME;Acrome Robotique;https://upload.prd.hbd.cloud.bpifrance.fr/895343c4-91de-42b0-ae1d-9e4eb4d404f2;;http://acrome.net/;;;;;;;;;;;
ACSIEL ALLIANCE ÉLECTRONIQUE;"Alliance des Composants et Systèmes pour l’Industrie Electronique
Ses ambitions pour l’électronique en France :
- Dynamiser et fédérer l’ensemble des acteurs de notre profession
- Promouvoir et défendre notre industrie
- Développer les initiatives et les synergies entre adhérents
- Favoriser les relations adhérents / clients
- Etre force de propositions auprès des instances publiques, nationales et internationales
- Soutenir l’innovation et les échanges avec les universités, les laboratoires et les écoles d’ingénieurs
- Renforcer la visibilité de nos adhérents pour gagner de nouveaux marchés
- Stimuler la formation professionnelle aux métiers de l’électronique";https://www.minalogic.com/wp-content/uploads/2022/06/logo-acsiel.png;;;;;;;;;"Espace Baya
                                                                                                                                                    75783
                                                                                                                PARIS";BEAUFILS Sandrine                                        Déléguée Générale;2013;Non applicable;Organisme de développement économique
ACTEMIUM LILLE DIGITAL SOLUTIONS;Acteur majeur de la transformation industrielle, Actemium est la marque de #VINCIEnergies dédiée à l'#industrie. Présents tout au long du cycle de vie industriel, les experts Actemium conçoivent, réalisent et maintiennent les équipements de production de leurs clients, avec l’objectif d’optimiser leur #performance industrielle. Actemium place l’innovation au cœur de son développement et se positionne comme l’un des acteurs clés de l’industrie 4.0.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/54fe8e1f-29b8-4c8e-97fe-dc30cb20a529;;https://www.actemium.fr/entreprise/actemium-lille-digital-solutions/;;;;;;;;;;;
ACTILITY;Plateforme de connectivité qui permet le déploiement, l'exploitation et le maintien de réseaux IoT publics ou privés au sein d'une infrastructure unifiée, évolutive et polyvalente. Elle intègre la technologie LoRaWAN ainsi que des réseaux radio cellulaire;https://upload.prd.hbd.cloud.bpifrance.fr/9bd54ac9-9490-431b-8537-7fe2ab0c5548.png;['#Telecommunications', '#Internet of Things', '#data', '#iot'];https://www.actility.com/;;;;;;;;;;;
ACTIONDESK;Actiondesk lets non technical teams build powerful automations using only their spreadsheet skills;https://upload.prd.hbd.cloud.bpifrance.fr/c241458b-ad03-4aa2-ab34-9d3ef97a392e;;https://www.actiondesk.io/;;;;;;;;;;;
ACTIS ERGONOMIE ET PERFORMANCES;"ACTIS E&P propose des interventions, de l'assistance technique et des formations :
- dans l'analyse des interfaces homme-machine et des applications pour une conception réellement orientée utilisateur,
- pour la formalisation des scénarios de simulation des projets, interfaces, produits, équipements, de validation d'expériences utilisateurs en IA (intelligence Artificielle)";https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/d43844bc-9687-404a-b763-32c5f1dc16bd;;https://actis-ep.com/index.html;;;;;;;;;;;
ACTIVHANDI;Trouver son activité sport-loisirs, sa balade, un bon plan... Pour les personnes en situation de handicap & accompagnants !;https://upload.prd.hbd.cloud.bpifrance.fr/e3cfca73-1f4d-4688-9c69-6fd8cc36bfd6;;https://activhandi.fr/;;;;;;;;;;;
ACTIVUP;https://www.activup.net/fr/;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/5e188165-d2f2-415d-8efd-32f461086b26;;https://www.activup.net/;;;;;;;Montpellier;;;;
ACTIVUS GROUP;ACTIVUS Group est une Scale Up (6 M€ CA) spécialiste de la Digitalisation & Optimisation des Processus Métiers / Organisations par le Big Data & l’IA. Notre Plateforme DIGIBRAIN (Gestion de la Connaissance) procure une vision centralisée / globalisée / supervisée des Assets. ACTIVUS Group dispose de 4 Pôles d'expertises complémentaires et transverses : - Edition & Intégration - Conseil & Service - Data Center & Infrastructure - Formation & Certification;https://upload.prd.hbd.cloud.bpifrance.fr/18c7c5e4-f035-4659-ba00-551818f86305;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ACTRONIKA;Providing a cutting edge vibrotactile module to integrate in client's systems;https://upload.prd.hbd.cloud.bpifrance.fr/80ffa213-7de9-40ea-acaf-ecc9dbc9fcee;;;;;;;;;;;;;
ACUITY DATA;Plateforme de gestion des revenus SAAS;https://upload.prd.hbd.cloud.bpifrance.fr/2a256161-5f8d-4ba5-b044-7a852424fa86;;;;;;;;;;;;;
AD CERTIFICATION;Accompagnement certification CE/conformité réglementaire des produits électroniques, Directives RED, BT, CEM, DEEE, RoHS, REACH, P&A, toutes réglementations spécifiques, normes, essais,.. (ex FCDRA);https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/ce1fd5cf-9e38-4b5f-ba0c-9776553018b0;['#certification', '#conformité'];https://ad-certification.com/;;;;;;;;;;;
AD YOU LIKE;"Adyoulike innove dans l'adtech et développe des technologies distruptives uniques pour gérer l'offre et la demande publicitaire. Pionnière du native advertising en Europe, cette start-up française en hyper croissance remet l’internaute au centre des enjeux publicitaires en lui proposant une expérience utilisateur non intrusive et intégrée dans son flux d’information.

#marketing #adtech #AI #Advertising Platforms #Mobile Advertising #Video";https://upload.prd.hbd.cloud.bpifrance.fr/awsS3-assets/Startup_Logo/B1Tmv1ISG.png;['#Advertising', '#Video', '#Advertising Platforms', '#Mobile Advertising'];http://www.adyoulike.com/;;;;;;;;;;;
AD'OCC;Agence de développement économique;https://upload.prd.hbd.cloud.bpifrance.fr/a34e362a-84b8-4281-bac8-602efb2dc197;;;;;;;;;;;;;
AD-VENTA;Ad-Venta est une société d'ingénierie innovante spécialisée dans l'énergie hydrogène. Notre expertise réside dans les solutions de stockage d'hydrogène embarquées. Nous sommes spécialisés dans la thermodynamique, les fluides et l'énergie, à la recherche de solutions innovantes à la croisée de l'ingénierie, de la technologie et de la science.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/f7eaf237-5fac-4efb-991e-35d448cc9f6e;;http://www.ad-venta.com/en;;;;;;;;;;;
ADAGOS;Adagos, spécialiste de l'intelligence artificielle (IA ou AI) et de l'apprentissage profond, a développé des outils de construction automatique de réseaux de neurones parcimonieux qui élargissent le domaine d’application de l’IA aux phénomènes continus et ouvrent le monde de l’IA aux non spécialistes. Plus précise et robuste, elle permet de traiter des questions liées au contrôle opérationnel de systèmes complexes, à la maintenance prévisionnelle ou l’aide à la décision.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/5fda98be-5d2c-47d3-ab3e-3fba1f32cdca;;;;;;;;;;;;;
ADANAM TECHNOLOGY;ADANAM TECHNOLOGY développe des solutions destinées aux entreprises, pour sécuriser de bout en bout les flux de documents sur le cloud et apporter une traçabilité infalsifiable grâce à la technologie blockchain. Vous accompagner dans la réalisation d’applications métiers en adéquation avec vos besoins et votre stratégie digitale #blockchain #cybersécurité #software #RGPD;https://upload.prd.hbd.cloud.bpifrance.fr/adcca9a6-d7fb-4e63-816c-2f988b8fd101.jpeg;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADAPTHERAPY;Prédit l'efficacité des thérapies ciblées (y compris les immunothérapies), en cours de développement ou commercialisées pour un traitement individuel spécifique d'un patient;https://upload.prd.hbd.cloud.bpifrance.fr/c60ebf46-334f-4334-93bd-66e47390a48b;;https://adaptherapy.com/;;;;;;;;;;;
ADCLEEK;A l’ère de l’open source, du partage et du travail collaboratif, adcleek représente une nouvelle génération de partenaires dédiés au marketing opérationnel local du retail. Direction Générale, Direction Régionale ou responsable du point de vente, adcleek accompagne les annonceurs et leurs réseaux dans le déploiement de stratégies marketing locales intelligentes et performantes.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/87a993f1-a132-450a-ad70-02ce6aa63b07;;https://www.adcleek.com/;;;;;;;;;;;
ADDBIKE;Châssis pendulaire à deux roues inclinable qui se fixe à la roue avant de n'importe quel vélo conventionnel, le transformant en un tricycle urbain qui se fixe facilement aux modules;https://upload.prd.hbd.cloud.bpifrance.fr/5ffee73b-931a-4dda-bf18-1727414c2772;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADDIPRINT;ADDIPRINT, société de services dans les domaines de: scan 3D, numérisation, vente scanners et imprimantes, archive 3d, architecture, modélisation et mise en plan.;https://upload.prd.hbd.cloud.bpifrance.fr/78c6dd4a-bf5b-40f8-9fc2-f1db42b0c9a5;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADDITIVE 3D;Toutes prestations dans les domaines de la fabrication additive par tout procédé, la reprographie de tous objets, l'infographie, l'illustration, le traitement de l'image de synthèse, l'animation sur tous supports de quelque nature qu'il soit.;https://upload.prd.hbd.cloud.bpifrance.fr/be51287c-3bdd-401b-b603-46a5b3a9913f;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADDIUM;Addium, spécialiste de l'impression 3d basé à Nantes, réalise vos prototypes fonctionnels, outillages et assure la production de vos pièces en série. Addium, spécialiste de l'impression 3d basé à Nantes, réalise vos prototypes fonctionnels, outillages et assure la production de vos pièces en série.;https://upload.prd.hbd.cloud.bpifrance.fr/912d10db-1e50-4051-b46e-c145cd2877fb;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADDOCK;Addock est une solution digitale BtoB qui connecte les prestataires de loisirs français avec des distributeurs français et étrangers #API # BIG DATA #MARKETPLACE #SOFTWARE;https://upload.prd.hbd.cloud.bpifrance.fr/de623863-8079-4983-b751-6cf5997f5814;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADDUP;AddUp propose à ses clients des solutions industrielles globales en impression 3D métallique : Machines, Solutions HSE, Conseils et Services associés. #robot #industrie #3D;https://upload.prd.hbd.cloud.bpifrance.fr/5cdc5a4c-affe-4eae-a52a-a0897fcb6b80.png;;;;;;;;;;;;;
ADEBEO;Adebeo est une agence de formation spécialisée sur SketchUp et son univers. Fière de leur expertise, nos formateurs sont certifiés experts par les éditeurs du logiciel. Ici, nous changeons les règles de la formation classique : par le biais d’une équipe chaleureuse et pédagogue , nous vous accompagnons dans la maîtrise du logiciel SketchUp et dans la découverte de ses nombreuses extensions.;https://upload.prd.hbd.cloud.bpifrance.fr/b6d45ffc-7e96-4797-ae6d-fe605b43ee53.jpeg;;;;;;;;;;;;;
ADECCO;"Le groupe Adecco est le leader mondial du conseil et des solutions en matière de Ressources Humaines.

Notre ambition : permettre à chacun d'être acteur de sa vie

- Aider les candidats à développer leur potentiel, donner accès à l'emploi et améliorer l'employabilité.
- Permettre aux clients d'optimiser leurs besoins en talents et leur modèle organisationnel pour atteindre leurs objectifs.
- Construire un monde du travail meilleur pour tous grâce à notre expertise et notre capacité d'innovation.";https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/9a91a648-70ef-40ee-ae47-92bb4ef372e5;['INDUSTRIE', 'RECRUTEMENT', 'MICRO-ELECTRONIQUE'];Site web non disponible;;Emplacement non spécifié;;;;;;;;;
ADEME XD MOBILITÉ;L'ADEME, Agence de la Transition Ecologique, pilote l'eXtrême Défi Mobilité (xd.ademe.fr) pour aider l'émergence d'une filière industrielle de petits véhicules électriques éco-conçus.;https://cdn-assets.inwink.com/e3d94d99-ffd5-4dcb-a655-6f0f2cd6d139/ace66a1a-15bb-4c74-a5e8-05a7c260419c;['INDUSTRIE', 'tech&planet', 'RSE', 'MOBILITES'];Site web non disponible;;Emplacement non spécifié;;;;;;;;;
ADEMTECH;Ademtech développe et fabrique des billes polymères monodisperses pour des applications qui touchent la purification cellulaires et moléculaires ainsi que les immunoanalyses dans le diagnostic in vitro. Ademtech propose également des supports magnétiques, des instruments (thermoshaker, pipette électronique à écartement variable) et des automates (d'extraction et de pipetage).;https://upload.prd.hbd.cloud.bpifrance.fr/1a5f9e1c-5e20-4629-ac2c-40ce78af946e.jpeg;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADEQUA;Augmentez les revenus de votre site Web. Immédiatement;https://upload.prd.hbd.cloud.bpifrance.fr/6eaa601e-2d62-47ea-a783-0fb7add277dc;;;;;;;;;;;;;
ADEUNIS;"Adeunis est spécialisée dans la conception et commercialisation de capteurs IoT à destination du bâtiment connecté (Smart Building). 
Que vous soyez : spécialiste de la maintenance, exploitant ou propriétaire de bâtiments, intégrateur, énergéticien, facility manager… Nos solutions IoT vous permettent d'optimiser la gestion des équipements et services de vos bâtiments.
Notre mission : accompagner vos bâtiments dans la digitalisation par l’IoT pour : plus de performance énergétique, plus de confort et une meilleure maintenance.
Vous pourrez ainsi : améliorer vos consommations d’énergie, surveiller et analyser le confort et la qualité d’air intérieur de vos bâtiments, contrôler la température d’une pièce ou d’un équipement, ou encore anticiper et optimiser les services de maintenance de vos systèmes de ventilation…
Pour répondre à ces besoins nous proposons une large gamme de capteurs connectés, fonctionnant avec les technologies LoRaWAN, Sigfox NB-IoT ou LTE-M.";https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-adeunis-333x250.png;;;;;;;;;"283 rue Louis Neel
                                                                                                                                                    38920
                                                                                                                CROLLES";BAUDOUIN Jean-Luc                                        DGA;1993;Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             Santé;PME
ADGS;Systèmes informatiques ADGS;https://upload.prd.hbd.cloud.bpifrance.fr/0c403033-f425-44f7-9beb-dfb61e6453d0;;https://polyloop.fr/?lang=en;;;;;;;;;;;
ADICTIZ;Chez Adictiz, nous éditons depuis plus de 10 ans une suite de solutions SaaS permettant aux marques de recruter, d'engager et de convertir leurs audiences grâce au Jeu. Très orientées Data et performance, nos solutions permettent aux marques de créer, de personnaliser, de diffuser et de piloter des campagnes de Jeux en toute autonomie. Leader sur notre marché, nous sommes fiers de compter plus de 200 Grandes marques et Agences abonnées à nos solutions.;https://upload.prd.hbd.cloud.bpifrance.fr/startup_logo/c3d5603d-5ff4-4ef1-ac94-8ab311310366;;https://www.adictiz.com/;;;;;;;;;;;
ADIKTEEV;"ADIKTEEV propose des offres de visibilité et de performance desktop et mobile à destination des annonceurs et des applications mobiles. Adikteev développe des technologies de Machine Learning capables d'optimiser la diffusion des campagnes publicitaires en ciblant les bons utilisateurs en temps réel, dans le bon contexte éditorial tout en personnalisant le message publicitaire dynamiquement grâce à un studio créa intégré.

#adtech #marketing #communication #Ad Targeting #Information Technology";https://upload.prd.hbd.cloud.bpifrance.fr/36969259-260f-4f08-ba0a-da711a00bf63.jpeg;['#fr', '#information', '#mobile', '#new', '#york', '#paris', '#advertising', '#berlin', '#use', '#us', '#users', '#Advertising', '#performance', '#Ad Targeting', '#adikteev', '#data', '#started', '#francisco', '#get', '#Advertising Platforms', '#collect', '#creative', '#san'];;;;;;;;;;;;
ADISON;"ADISON est un bureau d’études spécialisé dans la conception, le développement et la fabrication de solutions électroniques et informatiques.
ADISON propose son expertise à travers une large offre de services en gestion de projet, allant de l’audit préalable jusqu’à l’industrialisation et la fabrication de la solution.";https://www.minalogic.com/wp-content/uploads/2020/07/minalogic-member-fr-adison-0-386x137.png;;;;;;;;;"155, Rue Louis Armand
                                                                                                                Savoie Hexapole, Batiment Papyrus
                                                                                                                73420
                                                                                                                MÉRY";VERARD Jean-Pierre                                        Gérant;1996;Chimie Environnement,                                                                             Energie Bâtiment,                                                                             Industrie du futur,                                                                             Mobilité,                                                                             NewSpace,                                                                             Santé;PME
