Nom,Lien,Description,Catégories,Website,LinkedIn,Adresse,Logo
molluSCAN-eye,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002Qb9HIAS,"Online Water Biomonitoring 24/7 After more than 20 years of research at University of Bordeaux and CNRS, we created molluSCAN-eye to apply our innovation breakthrough to monitor water quality using bivalve molluscs (oysters, mussels...). We help industries, cities, water agencies to mitigate water pollution and protect biodiversity.","IoT/Sensors, Smart Cities, Startups, Sustainability",https://www.molluscan-eye.com/,https://www.linkedin.com/company/molluscan-eye/,"21 Rue Paul Langevin, E 005 Mérignac, 33700
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000002Qb9HIAS.jpg
Monstock,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nXuA5IAK,"Top innovative European cloud Supply Chain platform powered by Next-Generation Artificial Intelligence & No-Code Agility. Winner of the 2022 & 2024 Innovation Awards, Monstock automates and optimizes processes to boost productivity, accuracy, and flexibility while cutting costs.","Artificial Intelligence, Retail/E-Commerce, Supply and Logistics",https://monstock.net/,https://x.com/monstock_net,"35 Rue René Cassin Bezannes, - 51430
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nXuA5IAK.png
MoveR SAS,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nEPjEIAW,"MoveR creates MedTech solutions in the scientific, medical, and educational fields, focusing on neuro-visual and sensory disorders. With its technology combining movement, gaming, and headet-free immersion, MoveR aims to pave the way for a new era in addressing challenges related to neurodivergence - including ADHD, Autism and Dyslexia.","AR/VR/XR, Digital Health, Education Tech, Startups",https://mover-vr.com/,https://x.com/movervr,"12 avenue des Prés MONTIGNY-LE-BRETONNEUX, - 78180
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nEPjEIAW.png
MUSIC UNIT,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003ThCooQAF,"Music Unit is a creation studio disrupting the music and audio industry through technology and an innovative positioning. Founded in 2004, we are a Haute couture workshop for sound. We bring together artists, programmers and producers who have chosen to offer audiences the opportunity to live brand new artistic experiences.","AR/VR/XR, Audio, Content and EntertaInment, Gaming and Esports, Metaverse",http://musicunit.fr/leson/,https://www.linkedin.com/company/music-unit/,"28 RUE KLEBER MONTREUIL, SEIN 93100
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00003ThCooQAF.png
Myodev,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nEe1NIAS,"Myodev makes rehabilitation much more efficient and enjoyable. Physiotherapists can personalize the care that is delivered to each patient, thanks to our gamified EMG sensor system (Patented).","Digital Health, Fitness, IoT/Sensors, Sports, Startups",https://myodev.cloud/,https://www.linkedin.com/company/myodev/,"350 Av. Eugène Avinée Loos, - 59120
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nEe1NIAS.png
Nanomade Lab,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nXrhFIAS,"Nanomade specialises in designing and manufacturing highly sensitive, thin, flexible, and customisable deformation quantum sensors. The sensors offer a wide range of applications across three key areas: Touch & Force, Heath Monitoring and Structure Deformation.","Digital Health, Robotics, Smart Home and Appliances, Startups, Vehicle Tech and Advanced Mobility",https://nanomade.com/,https://linkedin.com/company/nanomade,"2 place pierre potier toulouse, - 31100
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nXrhFIAS.png
NETRI,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gQftrIAC,"NETRI, an industrial start-up, offers healthcare industries the ability to generate mini human organs on chip which, coupled with AI treatments, can predict the clinical effect of a drug candidate.","AgTech, Beauty Tech, Digital Health, Food Tech, Startups",https://netri.com/,https://www.linkedin.com/netri,"321 avenue jean jaures Lyon, - 69007
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gQftrIAC.png
NOVO SENSO,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gR3eLIAS,The power of artificial intelligence at the service of animals and the people who care for them. Analysis of animal behavior through intelligent vision in order to assess their well-being and prevent health problems. NOVOSTABLE is our first solution dedicated to horses.,Artificial Intelligence,https://www.novostable.com/,https://www.facebook.com/novostable,"5 Bis Avenue du Pre Closet, Canopée 2ème étag Annecy, Rhôn 74940
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gR3eLIAS.jpg
Obo World,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000003CrlQIAS,"Obo World offers innovative digital solutions based on AI and a virtual agent named Obo, trained to conduct candidate sourcing, pre-qualification interviews, and HR management (work clock). Our tools optimize time-consuming HR tasks through automation, ensures an impartial, inclusive, and skills-based recruitment.","Artificial Intelligence, Marketing and Advertising, Robotics, Startups",https://obo-world.com/,https://x.com/obo_world,"23 rue du Pâquier Annecy, Haut 74000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000003CrlQIAS.png
Octavio,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003Q4Bd4QAF,"Spatial audio will be one of the major themes of the show. Alongside other major players such as Dolby Atmos and DTS, Octavio will be unveiling its own immersive 3D sound technology. With significant advances in high-definition audio and music streaming, this innovation promises to deliver an enriched and captivating sound experience.","Audio, Gaming and Esports, Home Entertainment and Office Hardware, Lifestyle, Streaming",https://octavio.fr/,https://www.linkedin.com/company/octavio-tech/,"59 rue de l'Union TOURCOING, Nord 59200
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00003Q4Bd4QAF.png
Okular Logistics,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000oHuQsIAK,"Okular Logistics is transforming inventory management with AI-powered cameras seamlessly integrated into warehouse operations. By delivering real-time actionable insights, we empower warehouses to maintain accurate stock levels, ensure availability, and boost operational efficiency.","Artificial Intelligence, IoT/Sensors, Robotics, Startups, Supply and Logistics",https://www.okular.ai/logistics,https://www.linkedin.com/company/okular-logistics,"3 rue de Champfleuri Vaires-Sur-Marne, Sein 77360
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000oHuQsIAK.png
OOTENTIK,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000e7RqsIAE,Ootentik revolutionizes trust in products with NFC-secured authentication. Our innovative solution combats counterfeiting by verifying object authenticity instantly via smartphone. Empowering businesses and consumers to buy with confidence. Trust what you buy – Ootentik proves it!,"Accessories, Cybersecurity, Fashion Tech, Retail/E-Commerce, Startups",https://www.ootentik.net/,https://www.linkedin.com/company/sas-ootentik/,"525 Chemin de la badesse Aix en Provene, 13290
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000e7RqsIAE.jpg
OPmobility,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001Mt3wDQAR,"OPmobility, a world leading partner for all mobility players with innovative tech for more sustainable & connected mobility. €11.4b sales/152 plants/40 R&D centers/40,300 emp. Our mission: Driving a New Generation of Mobility with new tech in Lighting, Batteries, H2 and SW added to core innovations in Exteriors, Modules and Energy Storage","Energy/Power, IoT/Sensors, Startups, Sustainability, Vehicle Tech and Advanced Mobility",https://www.opmobility.com/en/,https://www.linkedin.com/company/opmobility/mycompany/,"1 Allée Pierre Burelle Bâtiment A Levallois-Perret, 92593
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00001Mt3wDQAR.png
OPTIPUS-PV,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nDyjhIAC,"Optipus PV offers next generation organic photovoltaics called Energyskin, a flexible and colorful solar cell designed to seamlessly integrate into various surfaces and objects. Can be integrated in electronic devices like headphones, ebooks, connected helmets ... To make them autonomous in energy and reduce the environmental footprint...","Energy Transition, Energy/Power, Startups, Sustainability",https://optipus-pv.com/,https://www.linkedin.com/company/optipus-pv/,"76 rue Floralia Marseille, - 13008
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nDyjhIAC.jpg
ora,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000de1GhIAI,"The ORA sphere offers a unique and collective sensory experience through its innovative spherical animation system. With its sophisticated integration of visual, auditory, and tactile elements, ORA envelops you in a captivating and fully immersive experience.","Content and EntertaInment, Education Tech, Imaging, Marketing and Advertising, Travel and Tourism",https://ora.vision/,https://www.linkedin.com/in/philippe-walter-08a91410/,"425 W colonial dr ste 303 Orlando, FL 32804
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000de1GhIAI.png
Orosound,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001Qsmz0QAB,"Orosound Labs is a privately held, France-based provider of proprietary audio solutions. The company delivers a seamless, rich audio experience, uniquely enhanced by AI-enabled ANC and NR. In just a decade, Orosound has gained global recognition as a trusted partner in pioneering the development of next-generation hearables.","Artificial Intelligence, Audio, IoT/Sensors",https://www.orosoundlabs.com/,https://fr.linkedin.com/company/orosound,"23 boulevard des Capucines Paris, France, 75002
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0013A00001Qsmz0QAB.png
Otrera,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000oKRCMIA4,"Otrera New Energy designs, develops and operates a range of Small Modular nuclear Reactors (SMRs) based on an innovative architecture. We produce affordable energy - both heat and electricity - to decarbonize industrial activities and district heating by 2032.","Energy Transition, Energy/Power, Startups, Sustainability",https://otrera.fr/,https://www.linkedin.com/company/otrera-energy/posts/?feedView=all,"31 Parc du Golf Cs 90519 Aix-en-Provence Cedex 3, - 13593
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000oKRCMIA4.png
OursBlanc,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nY13mIAC,"OursBlanc reimagines digital advertising with innovative, immersive formats that capture attention without intrusion. Our powerful DSP enables dynamic, personalized campaigns that respect publishers, advertisers, and users, maximizing engagement with seamless, cutting-edge ad experiences.","Content and EntertaInment, Marketing and Advertising, Retail/E-Commerce, Startups",https://oursblanc.io/,https://twitter.com/Oursblanc_io,"19 rue du sperl 67130, - 67130
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nY13mIAC.png
OVI,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000n0e4qIAA,"Ovibar offers innovative water bar systems for businesses and individuals. Our advanced filtration removes up to 99% of PFAS, impurities, tastes, and odors while preserving essential minerals. Stylish and eco-friendly, our solutions deliver pure, hot, or cold water and reduce plastic bottle use.","Digital Health, Food Tech, Lifestyle, Smart Home and Appliances, Sustainability",https://www.ovibar.com/,https://x.com/ovibar_officiel?mx=2,"Hub de l'innovation - 61 Av. Simone Veil Nice, - 06200
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000n0e4qIAA.jpg
PARENTALIS SAS,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nEFM1IAO,"A sudden cough at night: cold or severe illness? BeParentalis guides parents in under 2 minutes with AI-driven insights and pediatric guidelines, ensuring timely care. Trusted by 25,000 families in 12 countries, we’re transforming pediatric health. Join us to save lives and brighten children’s futures, one family at a time.","Artificial Intelligence, Digital Health, Lifestyle, Startups, Sustainability",https://www.parentalis.app/,https://www.linkedin.com/company/parentalis-app,"3 RUE JOSEPH GAZAN 0685016654 NICE, - 06000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nEFM1IAO.png
Phonix Health,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nkDMHIA2,Non disponible,,https://www.phonixhealth.com/,Non disponible,"11 Rue Masséna Grenoble, - 38000
France",Non disponible
Pic Media,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000pmbBEIAY,"SPOTNEVENTS consolidates event details from various sources into an easy-to-use platform, saving users time with access to 450k events and 260k POIs in over 20 countries. Advanced algorithms provide personalized recommendations, real-time updates, social sharing features, and online booking, enhancing the user experience.","Content and EntertaInment, Lifestyle, Travel and Tourism",https://www.spotnevents.com/,https://www.facebook.com/profile.php?id=61556348561092,"199 ter route de Lyon Challuy, 58000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000pmbBEIAY.png
PLTech,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000pxDNMIA2,"PLTech is a South France-based company dedicated to the research and development of wearable technology products. Our mission is to design the most ergonomic and innovative solutions that integrate cutting-edge technologies, enhancing both professional performance and daily activities for our users.",,http://www.pirateeye.net/,Non disponible,"13 bd des bagaudes joinville le pont, - 94340
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000pxDNMIA2.png
Prophesee,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001TOahKQAT,"Prophesee is the inventor of the world’s most advanced neuromorphic vision systems. The company developed a breakthrough Event-Based Vision approach to computer vision which allows for significant reductions of power, latency and data processing requirements to reveal what was invisible to traditional frame-based sensors until now.","AR/VR/XR, Artificial Intelligence, IoT/Sensors, Robotics, Smart Home and Appliances",https://www.prophesee.ai/,https://twitter.com/Prophesee_ai,"74 rue du faubourg Saint-Antoine Paris, 75012
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0013A00001TOahKQAT.jpg
Pulse Audition,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002QOqNIAW,"The Pulse Frames are smart audio glasses equipped with Pulse Audition's speech enhancement technology based on real-time artificial intelligence. They allow individuals with hearing loss to effortlessly perceive speech in noisy environments, with no wires or in-ear device. Opticians can fit any lenses in these OTC two-in-one glasses.","Accessibility, Artificial Intelligence, Audio, Digital Health, Startups",https://www.pulse-audition.com/,https://www.facebook.com/profile.php?id=61550799820846,"2323 Chemin de Saint Bernard Vallauris, 06220
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000002QOqNIAW.png
Qarnot,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000o1vdyIAA,Non disponible,,https://qarnot.com/,Non disponible,"42 rue Barbès Montrouge, - 92120
France",Non disponible
Quandela,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000plgSLIAY,"Quandela is a leading quantum computing company. Quandela designs, builds, and delivers industry-grade quantum computing solutions, including datacentre-ready quantum computing systems, cloud-accessible quantum processors, and algorithms with industrial value.",Quantum Computing,https://quandela.com/,https://www.linkedin.com/company/quandela,"7 Rue Leonard de VInci Massy, - 91300
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000plgSLIAY.png
Quantiq.io,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00002JHx0YQAT,"Quantiq’s mission is to offer the best health and wellbeing tools on smartphone. Zenbox, based upon this expertise, is the only smartphone app that guides you and corrects the quality of your breathing exercises only with the camera by analyzing your face. You control the game in real time with your own breathing and heart rate.","Artificial Intelligence, Digital Health, Enterprise, Gaming and Esports, Lifestyle",https://www.zenbox.io/,https://www.linkedin.com/search/results/all/?fetchDeterministicClustersOnly=true&heroEntityKey=urn%3Ali%3Aorganization%3A37856529&keywords=quantiq.io&origin=RICH_QUERY_TYPEAHEAD_HISTORY&position=0&searchId=ef70e52e-7328-4068-9a2e-d9c9a67326ce&sid=Hn.&spel,"4 ALLEE JACQUES PREVERT RUEIL MALMAISON, PA 92500
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00002JHx0YQAT.jpg
Region Sud,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001TrQLCQA3,"The Region Sud, South of France, takes part of the CES 2025 with 14 start-ups covering its 6 excellency topics : energy, fintech, greentech, healtech, tourism, sportech, with 4 awards, including Best Innovation. Meet us to discover our start-ups and the 5 good reasons to develop your business in South Region lmarquet@risingsud.fr",,http://www.maregionsud.fr/,https://www.instagram.com/rising.sud/?__d=1%2F,"27 place Jules Guesde Marseille, 13002
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0013A00001TrQLCQA3.png
RENEW TECH,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000004Y6DeIAK,"RENEW TECH has positioned itself as a major player in the future of energy. We are convinced that hydrogen plays a central role in the energy and ecological transition. Our first product, currently on pre-order, is our GreenVolt Innovations (GVI) clean energy generator equipped with a hydrogen fuel cell.","Energy/Power, Smart Cities, Smart Home and Appliances, Startups, Sustainability",https://www.renew-tech.fr/en,https://twitter.com/RenewTechworld,"78 ter Rue Léon Désoyer Saint-Germain-en-Laye, YVEL 78100
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000004Y6DeIAK.jpeg
RoomZeroZero,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nY7fYIAS,"RoomZeroZero: Your Hotel’s Retail Partner. We design e-commerce platforms for luxury hotels, offering exclusive access to bedding and lifestyle products to the guests. With complete logistics and service management, we increase revenue and enhance guest loyalty. Trusted by Four Seasons and Rosewood, we redefine luxury hotel retail.","Lifestyle, Retail/E-Commerce, Startups, Travel and Tourism",https://rzz.world/,https://www.linkedin.com/company/roomzerozero/,"35 Boulevard Murat Paris, NY 75016
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nY7fYIAS.png
Runblind-Jooks,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003Q3mzpQAB,"Welcome to the Audio Dimension! We provide access to the extended and augmented audio in any city or location. Our first application is hands-free navigation using music, radio or sounds/voice. You can download our demonstrator from the app store under audinav.","AR/VR/XR, Audio, Lifestyle, Metaverse, Startups",https://audiodimension.io/,https://www.linkedin.com/company/audiodimension/,"73 Rue Leon Bourgeois Palaiseau, 91120
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00003Q3mzpQAB.jpg
Sagemcom Broadband,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KaN0FAAV,"Thanks to the innovative solutions designed and built by our people, Sagemcom provides access to broadband Internet, entertainment and managed energy supply to the greatest number all over the world. Since January 2022, Sagemcom makes sure that the design, construction and use of these solutions are sustainable. www.sagemcom.com","Audio, Home Entertainment and Office Hardware, IoT/Sensors",https://www.sagemcom.com/,https://twitter.com/Sagemcom,"250, route de l'Empereur Rueil-Malmaison Cedex, 92848
France",Non disponible
SatelStick,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nXkFzIAK,"SATELLITE STICKER helps reducing gas emissions and provides access to new data analysis. Autonomous, using secure communication protocol and advanced energy harvesting technology, it offers the ability to track a device’s position worldwide while collecting sensitive external environmental data","Energy/Power, IoT/Sensors, Smart Cities, Supply and Logistics, Sustainability",https://www.satelstick.com/,Non disponible,"21 Rue Alan Turing Clermont Ferrand, - 63000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nXkFzIAK.png
SKEZI,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000003CwZZIA0,"SKEZI, as an e-cohort specialist, develops all the e-tools required for collecting data directly from patients, health experts, and human samples.","Artificial Intelligence, Blockchain, Cloud Computing, Digital Health, Startups",https://skezi.eu/,https://twitter.com/skezi_eu?lang=en,"Les Papèteries - 1 Esplanade Augustin Aussédat Annecy, ARA 74960
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000003CwZZIA0.png
SMART BRAIN,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gQwxqIAC,Non disponible,,https://www.smart-brain.fr/,Non disponible,"22 allée Alan Turing Clermont-Ferrand, - 63000
France",Non disponible
SmarTrips,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000ikTYyIAM,"SmarTrips is a collaborative travel planning platform that makes it easy to organize trips with friends, freeing you from the chaos of endless WhatsApp and Messenger threads.","Artificial Intelligence, Lifestyle, Startups, Travel and Tourism",https://www.smartrips.fr/,https://www.facebook.com/profile.php?id=61551486833503,"22 Allée Alan Turing Clermont-Ferrand, - 63000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000ikTYyIAM.png
Smell’Air,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000ouuUGIAY,Non disponible,,https://e-smellair.com/,Non disponible,"122 rue Edouard Vaillant Levallois Perret, - 92300
France",Non disponible
SoftAtHome,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001JxrIqAAJ,"SoftAtHome is an independent software provider with solutions on broadband, Wi-Fi, analytics, QoE monitoring, and a gateway app store. Our solutions power over 30 million connected homes globally. With its focus on energy efficiency and OS communities like prpl, SoftAtHome continues to innovate for the future of the connected home.","Artificial Intelligence, Cloud Computing, IoT/Sensors, Smart Home and Appliances, Video",https://www.softathome.com/,https://twitter.com/softathome,"9 rue du Debarcadere Colombes, 92700
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0013000001JxrIqAAJ.jpg
Somno engineering,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nEio9IAC,"Miniaturized EEG recorder - real-time sleep analysis algorithm - care management application for hospital patient sleep. Medical device to monitor, protect and improve sleep in hospitals. World-leading expertise in intensive care sleep. personalized care/medicine - recovery - healing - intensive care medecine - Sleep medicine","Digital Health, Startups",https://www.somnoengineering.com/,https://fr.linkedin.com/company/somnoengineering,"24 boulevard du grand cerf Poitiers, 86000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nEio9IAC.jpg
Sonaide,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nEgCsIAK,Non disponible,,https://www.sonaid.ai/,Non disponible,"263 Avenue Général Leclerc, Bat 12f Bat 12f Rennes, - 35700
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nEgCsIAK.png
Sparklin,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000003Bi8rIAC,"Sparklin brings power for mobility with sumplicity. Using Sparklin makes our sockets and other devices so easy to use thanks to our versatile charging platform. Choosing Sparklin is not only going for the upmost stable platform but also data security and soverignty, and sustainability. Meet us to discover how!","Energy/Power, IoT/Sensors, Smart Cities, Sustainability, Vehicle Tech and Advanced Mobility",https://www.sparklin.io/,https://www.linkedin.com/company/sparklin1/,"4 rue de la cornouaille NANTES, Pays 44300
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000003Bi8rIAC.png
SPOOQS,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gQklSIAS,Non disponible,,https://www.spooqs.com/,Non disponible,"31 rue Gustave Eiffel Grenoble, - 38000
France",Non disponible
SPORTYNEO,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gQz4UIAS,"SPORTYNEO is the 1st online bank dedicated to sports. It helps clubs and sports federations boost their revenue through a SaaS platform, online store solutions, insurance and banking services, and exclusive member discounts. SPORTYNEO empowers the sports community with innovative financial solutions and shared benefits.","Fintech, Retail/E-Commerce, Sports",https://www.sportyneo.com/,https://www.facebook.com/SportyNeoFR,"4 rue du PNDF LE PUY EN VELAY, Auve 43000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gQz4UIAS.png
SQ-MOTORS,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000mu37fIAA,Non disponible,"Sports, Startups, Vehicle Tech and Advanced Mobility",https://www.sq-motors.com/,Non disponible,"4 Rue du Professeur Villemin Gradignan, - 33170
France",Non disponible
Steerlight,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gRI91IAG,"The Grenoble-based deeptech startup Steerlight is pioneering a disruptive, miniaturized FMCW LiDAR system-on-chip powered by Silicon Photonics. As a key enabler of smarter mobility, this cutting-edge technology supports a broad spectrum of applications, including vehicle autonomy, secure human-robot interactions, and improved urban safety","Imaging, Robotics, Smart Cities, Startups, Vehicle Tech and Advanced Mobility",https://www.steerlight.com/,https://www.linkedin.com/company/steerlight,"7, PARVIS LOUIS NEEL GRENOBLE, - 38040
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000gRI91IAG.png
Stellar Telecommunications,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002QpCHIA0,"""We connect what drives you."" Founded in May 2021 in France, Stellar is the world's first startup on a mission to bring digital life to vehicles and passengers, through the best internet and deep data intelligence, orchestrating cellular, wi-fi, and satellite networks. In 2022, we successfully demonstrated this on a racetrack.","IoT/Sensors, Smart Cities, Space Tech, Startups, Vehicle Tech and Advanced Mobility",https://www.stellar.tc/,https://www.linkedin.com/company/stellartc,"9 rue de Condé Bordeaux, 33000
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp000002QpCHIA0.png
STELNEO,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nE3Q1IAK,"With Stelneo, we aim to revolutionize packaging with reusable, customizable solutions for fragile shipments. Durable and eco-friendly, our designs reduce waste and aim for a circular logistic. Our packaging, reusable over 100 times, inflates to securely fit your products with a tailor-made design. It’s a perfect match for your logistics.","Retail/E-Commerce, Supply and Logistics, Sustainability",https://stelneo.com/,Non disponible,"13 Rue Pierre Curie 33800 Bordeaux, - 33800
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nE3Q1IAK.png
Synovo Group,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nEVy1IAG,"Modernize your NEMT & healthcare facility operations to drive profits, efficiency, and patient satisfaction. AI-powered platform powering 10,000+ vehicles, 1,000+ facilities, and 35+ million trips per year worldwide. A one-stop shop with services beyond software.","Artificial Intelligence, Digital Health, Startups, Vehicle Tech and Advanced Mobility",https://www.synovo-group.com/,Non disponible,"8 rue Schertz Strasbourg, QC 67100
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nEVy1IAG.png
TALKR.ai,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003Q35ewQAB,"TALKR empowers all businesses with AI Voice Agents for phone and web channels, providing seamless 24/7 customer engagement. Thanks to TALKR’s no-code platform, AI Agents can instantly handle 100% of inquiries, achieving 35% to 85% full processing. TALKR provides multiple AI Agent-as-a-Service, including Receptionist and Call Center.","Artificial Intelligence, Audio, Digital Health, Retail/E-Commerce, Robotics",https://talkr.ai/,https://twitter.com/talkr_ai,"55 Avenue MARCEAU PARIS 16, Pari 75116
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/0014V00003Q35ewQAB.jpg
TESTED4YOU,https://exhibitors.ces.tech/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000nA1D7IAK,Customer emotion analysis in videos powered by AI.,"Artificial Intelligence, Lifestyle, Marketing and Advertising, Retail/E-Commerce, Video",https://www.tested4you.com/,https://www.linkedin.com/company/tested4youbusiness,"78A RUE PRINCIPALE BRUEBACH, - 68440
France",https://exhibitors.ces.tech/mys_shared/CES25/logos/001Pp00000nA1D7IAK.png
