title,description,address,logo_url,website,category,url
IMVITRO,Maintenir des normes élevées en matière d'embryologie tout en gagnant du temps,"130 Rue de Lourmel, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/imvitro_logo.png,https://im-vitro.com/?utm_source=LesPepitesTech.com,IVF,https://lespepitestech.com/startup-de-la-french-tech/imvitro
EACH ONE (EX-WINTEGREAT),"Nous sommes each One Un mouvement pour décloisonner la société. Pour libérer le potentiel de chacun, professionnels, universitaires, citoyens, personnes réfugiées, grâce à l’impulsion de programmes de formation, d’accompagnement et d’inclusion.","32 Rue des Jeuneurs, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/eachone_-_profil_pic_oil.jpg,http://eachone.org/?utm_source=LesPepitesTech.com,ASSOCIATIONS,https://lespepitestech.com/startup-de-la-french-tech/each-one-ex-wintegreat
BEALY,"Bealy est une clinique virtuelle 360° tout-en-un pour les salariés. De l’assurance santé à la prévention personnalisée en passant par sa clinique virtuelle 360°: chat médical, téléconsultation, santé mentale, organisation d’intervention médicale...","10 Rue Pergolèse, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_bealy_0.png,https://bealy.io/?utm_source=LesPepitesTech.com,ASSURANCE SANTÉ,https://lespepitestech.com/startup-de-la-french-tech/bealy
MIHALY SAS,La révolution de l’apparence ! Nos inventions technologiques de scan et d'impression 3D couleurs sont au coeur de nos services et de nos produits pour rendre vos projets encore plus captivants,"503 Rue du Belvédère, Orsay",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/squarelogomihaly.png,https://www.mihalygroup.com/?utm_source=LesPepitesTech.com,3D,https://lespepitestech.com/startup-de-la-french-tech/mihaly-sas
BE SPORT,La plateforme sociale du sport,"215 Rue St Denis, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/be_logo_1.png,https://www.besport.com/?utm_source=LesPepitesTech.com,COMMUNAUTÉ SPORTIVE,https://lespepitestech.com/startup-de-la-french-tech/be-sport
MYSENDINGBOX,Solution SaaS & API pour l’envoi de lettres et courriers,"19 Rue Louis Guérin, 69100 Villeurbanne",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_msb.png,https://www.mysendingbox.fr/?utm_source=LesPepitesTech.com,B2B,https://lespepitestech.com/startup-de-la-french-tech/mysendingbox
FLEETEVER,Fleetever œuvre à la digitalisation du transport de marchandises en proposant une solution complète de pilotage.,"442 Rue Georges Besse, Nîmes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_fond_blanc_1_-_copie.jpg,https://fleetever.com/?utm_source=LesPepitesTech.com,USEREXPERIENCE,https://lespepitestech.com/startup-de-la-french-tech/fleetever
IMVITRO,Maintenir des normes élevées en matière d'embryologie tout en gagnant du temps,"130 Rue de Lourmel, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/imvitro_logo.png,https://im-vitro.com/?utm_source=LesPepitesTech.com,IVF,https://lespepitestech.com/startup-de-la-french-tech/imvitro
WINOLOGY,Le duolingo du vin : 5 minutes de quiz tous les jours pour devenir un.e pro du pinard !,6 Rue Roubo,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_winology.png,http://winology.app/?utm_source=LesPepitesTech.com,WINETECH,https://lespepitestech.com/startup-de-la-french-tech/winology
SMART DATA POWER,Cartographiez et rentrez en contact avec tous les influenceurs de votre écosystème !,"23 Rue Crepet, 69007 Lyon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/sdp_logo_rouge_3.png,https://www.smartdatapower.com/?utm_source=LesPepitesTech.com,INFLUENCEURS,https://lespepitestech.com/startup-de-la-french-tech/smart-data-power
CUSTOMER-SQUARE,Editeur de logiciels d'amélioration des interactions clients,"7 Rue Léo Delibes, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_cross-cx_1_0.png,https://crosscx.com/?utm_source=LesPepitesTech.com,CUSTOMER EXPERIENCE,https://lespepitestech.com/startup-de-la-french-tech/customer-square
OCHY,L'application qui aide les coureurs à progresser,"3 Av. Germaine Tillion, 35136 Saint-Jacques-de-la-Lande",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/ochy-logo_0.png,https://www.ochy.io/fr?utm_source=LesPepitesTech.com,INTELLIGENCE ARTIFICIELLE,https://lespepitestech.com/startup-de-la-french-tech/ochy
KLAXIT,L’application du covoiturage domicile-travail,8 RUE SAINTE FOY Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/klaxit.png,https://www.klaxit.com/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/klaxit
NOMADS SURFING,Nous essayons d'aider les océans à aller mieux par la vente d'accessoires de surf écoresponsables et des ateliers de sensibilisation aux entreprises.,"22 Rue André Maginot, Mérignac",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/nomads_surfing_logo.jpg,https://www.nomads-surfing.com/?utm_source=LesPepitesTech.com,COMMUNAUTÉ SPORTIVE,https://lespepitestech.com/startup-de-la-french-tech/nomads-surfing
STARTUPP,Création de solutions innovantes pour les entreprises souhaitant se démarquer,"38 Rue Frédéric Joliot Curie, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/st-wcp.png,https://startupp.fr/?utm_source=LesPepitesTech.com,INNOVATION DIGITALE,https://lespepitestech.com/startup-de-la-french-tech/startupp
NOVABRICKS,"Créez des applications métier sur mesure, sans code (ou en ajoutant très peu de code).","165 Av. de Bretagne, Lille, France",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/novabricks_logo_carre_couleur_rvb_1000_1.png,https://www.novabricks.com/?utm_source=LesPepitesTech.com,SYSTÈME INFORMATION,https://lespepitestech.com/startup-de-la-french-tech/novabricks
DELIVERME.CITY,La seule solution de livraison urbaine,"38 Rue Mozart, Clichy",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_delivermecity_0.png,http://www.deliverme.city/?utm_source=LesPepitesTech.com,LOGISTIQUE,https://lespepitestech.com/startup-de-la-french-tech/delivermecity-0
CHANGO,Roulez électrique en toute simplicité,"10 Rue de la Paix, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/banner_social.jpg,http://www.chango.fr/?utm_source=LesPepitesTech.com,MOBILITY,https://lespepitestech.com/startup-de-la-french-tech/chango
OOPERCAST,"Oopercast est le spécialiste de la diffusion en direct, et révolutionne le Live Streaming en créant ses propres technologies, et sa propre régie.","70 rue Jean bleuzen, vanves 92170",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo2020_1.png,http://www.oopercast.com/?utm_source=LesPepitesTech.com,COMMUNICATION,https://lespepitestech.com/startup-de-la-french-tech/oopercast
TARFORM,Nous concevons et construisons des véhicules intelligents propulsés par une technologie propre et fabriqués avec des matériaux durables.,"63 Flushing Avenue, Brooklyn, État de New York, États-Unis",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_82.jpg,http://www.tarform.com/?utm_source=LesPepitesTech.com,CLEANTECH,https://lespepitestech.com/startup-de-la-french-tech/tarform
ONBOARD,"Nous aidons les fabricants de machine à transformer leurs manuels papiers, en manuels en 3D immersifs et intelligents grâce au support client instantané.","STATION F, Parvis Alan Turing, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_onboard_dark_17siwar.png,http://on-board.co/?utm_source=LesPepitesTech.com,3D,https://lespepitestech.com/startup-de-la-french-tech/onboard
LOCKETO,"Nous digitalisons la propriété des appareils, en associant à chaque appareil un passeport digital, proposant aux marques et particuliers des services innovants pour plus de traçabilité, sécuritée, connaissance.",6 RUE DES BATELIERS,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/1_26.png,https://www.locketo.eu/?utm_source=LesPepitesTech.com,CYBERSECURITÉ,https://lespepitestech.com/startup-de-la-french-tech/locketo
XLEARN,"XLearn est une plateforme RH en mode SaaS permettant de : Collecter et analyser l’ensemble des profils des collaborateurs de l’entreprise, Cartographier les compétences des collaborateurs, matcher les profils des collaborateurs et les postes/formations.",Neuilly-sur-Seine,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_xlearn.png,https://xlearn.fr/?utm_source=LesPepitesTech.com,ACCOMPAGNEMENT,https://lespepitestech.com/startup-de-la-french-tech/xlearn
RECOUVRER.FR,Plateforme spécialisée dans le recouvrement de créances,Limoges,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_couleur_big.png,https://www.recouvrer.fr/?utm_source=LesPepitesTech.com,ACCOMPAGNEMENT,https://lespepitestech.com/startup-de-la-french-tech/recouvrerfr
ASK FOR THE MOON,IA de co-génération de savoir-faire critiques pour l'industrie,"18 Rue de la Fontaine au Roi, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/askforthemoon_logo_margins_1.png,https://home.askforthemoon.com/?utm_source=LesPepitesTech.com,B2B,https://lespepitestech.com/startup-de-la-french-tech/ask-moon
LINGUIFAMILY,Plateforme de séjours et échanges linguistiques entre particuliers,"3 Rue Alexandre Fourtanier, Toulouse",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_rong_lingui_family_pink.jpg,https://www.linguifamily.com/?utm_source=LesPepitesTech.com,EDTECH,https://lespepitestech.com/startup-de-la-french-tech/linguifamily
LOCKETO,"Nous digitalisons la propriété des appareils, en associant à chaque appareil un passeport digital, proposant aux marques et particuliers des services innovants pour plus de traçabilité, sécuritée, connaissance.",6 RUE DES BATELIERS,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/1_26.png,https://www.locketo.eu/?utm_source=LesPepitesTech.com,CYBERSECURITÉ,https://lespepitestech.com/startup-de-la-french-tech/locketo
LOUISE MICHEL - EDITITRICE DE BEEGUP,Beegup : Le 1er réseau social des lycéens pour parler les langues étrangères avec des correspondants.,"2 Rue Diaz, Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logos_beegup_bleu.png,https://www.beegup.com/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/louise-michel-edititrice-de-beegup
KOANN,La nouvelle génération de plateforme dédiée à l'emploi,"Saint-Denis, La Réunion",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/koann-kisskissbankbank.png,http://www.koann.io/?utm_source=LesPepitesTech.com,EMPLOI,https://lespepitestech.com/startup-de-la-french-tech/koann
ODOPASS,Donne le pouvoir aux automobilistes. Acheter une voiture d'occasion à un particulier est plus facile et plus sûr.,"1137a Avenue des Champs Blancs, 35510 Cesson-Sévigné",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_bleu_5.png,https://odopass.fr/?utm_source=LesPepitesTech.com,AUTOMOBILE,https://lespepitestech.com/startup-de-la-french-tech/odopass
SOLABLE,innovations d'impact,8 AVENUE FERNAND JULIEN Lambesc,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/newlogo_0.jpg,http://www.solable.fr/?utm_source=LesPepitesTech.com,CLEANTECH,https://lespepitestech.com/startup-de-la-french-tech/solable
TINYCOACHING,Tinycoaching met à disposition un coach virtuel accessible à tous !,"2 Rue Jean Perrin, Colombelles",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_278.png,https://tiny-coaching.com/?utm_source=LesPepitesTech.com,ACCOMPAGNEMENT,https://lespepitestech.com/startup-de-la-french-tech/tinycoaching
TEELT,Teelt est LA solution d'Onboarding Collaborateurs pour accueillir au mieux vos nouveaux collaborateurs,"La Défense Grande Arche, parvis de la Défense, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logoteelt.png,https://teelt.io/?utm_source=LesPepitesTech.com,RH,https://lespepitestech.com/startup-de-la-french-tech/teelt
N'JOY SAS,L'application mobile qui référence les meilleurs bons plans,21 RUE DE TOULON,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/njoy_logo_3.png,http://www.njoyapp.com/?utm_source=LesPepitesTech.com,ABONNEMENT,https://lespepitestech.com/startup-de-la-french-tech/njoy-sas
URBANHELLO,Le réveil intelligent qui aide les enfants à dormir mieux,3 RUE DANTON Malakoff,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/urbanhello_logo-320x-writegrey-backtransparent.png,http://www.urbanhello.com/?utm_source=LesPepitesTech.com,BÉBÉ,https://lespepitestech.com/startup-de-la-french-tech/urbanhello
CONNECT AVIS,La solution pour laisser un avis en 5 secondes,"Tour de la Boule d’Or, Boulevard Flaugergues, 12000 Rodez",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logov-modified_2.png,https://www.connectavis.fr/?utm_source=LesPepitesTech.com,GESTION GOOGLE AVIS,https://lespepitestech.com/startup-de-la-french-tech/connect-avis
ROADMATE,La carte de paiement dédiée à la mobilité durable!,"128 Rue la Boétie, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/r-icon.png,https://www.roadmate.io/?utm_source=LesPepitesTech.com,APPLICATION MOBILE,https://lespepitestech.com/startup-de-la-french-tech/roadmate
POINT AUDIT,L'application d’audit en ligne pour les professionnels de l’hôtellerie✨,paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_simple_grand.png,http://www.point-audit.com/?utm_source=LesPepitesTech.com,AUDIT DE CONFORMITÉ,https://lespepitestech.com/startup-de-la-french-tech/point-audit
SKILLBERG,"Gérez, Suivez et Développez les compétences de votre équipe",75 Boulevard Vauban,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/group_52.png,https://www.skillberg.app/?utm_source=LesPepitesTech.com,ARTIFICIAL INTELLIGENCE / INTELLIGENCE ARTIFICIELLE,https://lespepitestech.com/startup-de-la-french-tech/skillberg
ROADMATE,La carte de paiement dédiée à la mobilité durable!,"128 Rue la Boétie, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/r-icon.png,https://www.roadmate.io/?utm_source=LesPepitesTech.com,APPLICATION MOBILE,https://lespepitestech.com/startup-de-la-french-tech/roadmate
CONNECT AVIS,La solution pour laisser un avis en 5 secondes,"Tour de la Boule d’Or, Boulevard Flaugergues, 12000 Rodez",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logov-modified_2.png,https://www.connectavis.fr/?utm_source=LesPepitesTech.com,GESTION GOOGLE AVIS,https://lespepitestech.com/startup-de-la-french-tech/connect-avis
URBANHELLO,Le réveil intelligent qui aide les enfants à dormir mieux,3 RUE DANTON Malakoff,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/urbanhello_logo-320x-writegrey-backtransparent.png,http://www.urbanhello.com/?utm_source=LesPepitesTech.com,BÉBÉ,https://lespepitestech.com/startup-de-la-french-tech/urbanhello
N'JOY SAS,L'application mobile qui référence les meilleurs bons plans,21 RUE DE TOULON,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/njoy_logo_3.png,http://www.njoyapp.com/?utm_source=LesPepitesTech.com,ABONNEMENT,https://lespepitestech.com/startup-de-la-french-tech/njoy-sas
TEELT,Teelt est LA solution d'Onboarding Collaborateurs pour accueillir au mieux vos nouveaux collaborateurs,"La Défense Grande Arche, parvis de la Défense, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logoteelt.png,https://teelt.io/?utm_source=LesPepitesTech.com,RH,https://lespepitestech.com/startup-de-la-french-tech/teelt
TINYCOACHING,Tinycoaching met à disposition un coach virtuel accessible à tous !,"2 Rue Jean Perrin, Colombelles",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_278.png,https://tiny-coaching.com/?utm_source=LesPepitesTech.com,ACCOMPAGNEMENT,https://lespepitestech.com/startup-de-la-french-tech/tinycoaching
SOLABLE,innovations d'impact,8 AVENUE FERNAND JULIEN Lambesc,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/newlogo_0.jpg,http://www.solable.fr/?utm_source=LesPepitesTech.com,CLEANTECH,https://lespepitestech.com/startup-de-la-french-tech/solable
ODOPASS,Donne le pouvoir aux automobilistes. Acheter une voiture d'occasion à un particulier est plus facile et plus sûr.,"1137a Avenue des Champs Blancs, 35510 Cesson-Sévigné",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_bleu_5.png,https://odopass.fr/?utm_source=LesPepitesTech.com,AUTOMOBILE,https://lespepitestech.com/startup-de-la-french-tech/odopass
KOANN,La nouvelle génération de plateforme dédiée à l'emploi,"Saint-Denis, La Réunion",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/koann-kisskissbankbank.png,http://www.koann.io/?utm_source=LesPepitesTech.com,EMPLOI,https://lespepitestech.com/startup-de-la-french-tech/koann
SKILLEXIA,"Plateforme solidaire de la connaissance qui réunit experts, hôtes et apprenants pour partager passions et savoirs en présentiel ou à distance","59 Avenue de Buzenval, Rueil-Malmaison",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_skillmeeting_officiel_21092020.jpg,https://skillmeeting.com/?utm_source=LesPepitesTech.com,ACTIVITÉS ET LOISIRS,https://lespepitestech.com/startup-de-la-french-tech/skillexia
REDSTONE,Solution de gestion de la maintenance technique,"10 Allée Evariste Galois, 63000 Clermont-Ferrand",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-redstone-rouge.png,https://redstone-solution.com/?utm_source=LesPepitesTech.com,ABONNEMENT,https://lespepitestech.com/startup-de-la-french-tech/redstone
V.BIOTECH,"Le marc de café, une ressource durable pour le monde",rond point de bezanne 51058,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_site_0.png,https://v-biotech.co/?utm_source=LesPepitesTech.com,BIOTECH,https://lespepitestech.com/startup-de-la-french-tech/vbiotech
SHAPR,App de networking & newsletter de talents Sales pour le recrutement en start-ups,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/shapr_logo_2019-02.png,https://shapr.co/fr/bienvenue-sur-shapr/?utm_source=LesPepitesTech.com,RECRUTEMENT,https://lespepitestech.com/startup-de-la-french-tech/shapr-0
APP EASE,Location d'applications mobiles personnalisables à prix accessible,"4 Allée des Saules, 74000 Annecy",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/app_0.png,https://www.app-ease.fr/?utm_source=LesPepitesTech.com,APPLICATIONS WEB,https://lespepitestech.com/startup-de-la-french-tech/app-ease
V.BIOTECH,"Le marc de café, une ressource durable pour le monde",rond point de bezanne 51058,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_site_0.png,https://v-biotech.co/?utm_source=LesPepitesTech.com,BIOTECH,https://lespepitestech.com/startup-de-la-french-tech/vbiotech
SKILLEXIA,"Plateforme solidaire de la connaissance qui réunit experts, hôtes et apprenants pour partager passions et savoirs en présentiel ou à distance","59 Avenue de Buzenval, Rueil-Malmaison",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_skillmeeting_officiel_21092020.jpg,https://skillmeeting.com/?utm_source=LesPepitesTech.com,ACTIVITÉS ET LOISIRS,https://lespepitestech.com/startup-de-la-french-tech/skillexia
REDSTONE,Solution de gestion de la maintenance technique,"10 Allée Evariste Galois, 63000 Clermont-Ferrand",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-redstone-rouge.png,https://redstone-solution.com/?utm_source=LesPepitesTech.com,ABONNEMENT,https://lespepitestech.com/startup-de-la-french-tech/redstone
SHAPR,App de networking & newsletter de talents Sales pour le recrutement en start-ups,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/shapr_logo_2019-02.png,https://shapr.co/fr/bienvenue-sur-shapr/?utm_source=LesPepitesTech.com,RECRUTEMENT,https://lespepitestech.com/startup-de-la-french-tech/shapr-0
PLATON,La plateforme 100 % digitale qui simplifie le placement de votre trésorerie.,"229 Rue Saint-Honoré, 75001 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_380.png,https://platon-finance.fr/?utm_source=LesPepitesTech.com,GESTION DE TRÉSORERIE,https://lespepitestech.com/startup-de-la-french-tech/platon
DIAPOWALL,La solution qui permet à votre public de partagez & affichez leurs médias en direct.,Besançon,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_diapowall_bleu_sans_fond.png,http://www.diapowall.com/?utm_source=LesPepitesTech.com,ACTIVITÉS ET LOISIRS,https://lespepitestech.com/startup-de-la-french-tech/diapowall
EQUIPEER,Marketplace internationale pour le commerce des chevaux de sport,"200 Boulevard de la Résistance, Mâcon",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-equipeer-sport_1.png,https://equipeer.com/?utm_source=LesPepitesTech.com,SPORTTECH,https://lespepitestech.com/startup-de-la-french-tech/equipeer
BUYRCLUB,Gérez votre voiture directement depuis votre smartphone.,Paris,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_carre_5.png,https://buyrclub.com/?utm_source=LesPepitesTech.com,INDIVIDUAL INVESTOR,https://lespepitestech.com/startup-de-la-french-tech/buyrclub
MIDIPILE MOBILITY,"MIDIPILE développe la nouvelle génération de vélos à assistance électrique : 4 roues, 2 places, carrossé, solaire, rapide, léger et malin.. C’est une réelle alternative, décarbonée, légère et douce pour laisser au garage la voiture urbaine","Eurekatech, Rue Jean Doucet, Saint-Michel",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo-midipile-v1-court-noir-hd-scaled-3.jpg,https://midipile.eu/?utm_source=LesPepitesTech.com,ABONNEMENT,https://lespepitestech.com/startup-de-la-french-tech/midipile-mobility
HUDADA,L'outil pour planifier et vivre ses randonnées équestres avec ou sans hébergement partout en France,Saint-Laurent-du-Pape,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_copy_4.png,http://www.hudada.fr/?utm_source=LesPepitesTech.com,ÉQUITATION,https://lespepitestech.com/startup-de-la-french-tech/hudada
RDI-MANAGER,Une application de suivi de projet collaboratif avec une approche simplifiée pour structurer efficacement votre activité de recherche et développement.,"2 Rue Eugène Pottier, Trappes",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_1_23.png,https://rdimanager.com/?utm_source=LesPepitesTech.com,INNOVATION,https://lespepitestech.com/startup-de-la-french-tech/rdi-manager
ASSDENT,"Plateforme de mise en relation entre assistantes dentaires et chirurgiens-dentistes (emploi, RH, métier)","194 Chemin Crous Del Mouly, Brens",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/assdent_logotransparent_0.png,https://www.assdent.fr/?utm_source=LesPepitesTech.com,DENTAIRE,https://lespepitestech.com/startup-de-la-french-tech/assdent
MADE IN FRANCE FOOD COURT,Le food court 100% made in France qui met à l'honneur une nouvelle région chaque semaine,"110 Rue de Bercy, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/lami_coq-logo-80.png,https://www.accorarena.com/fr/le-faubourg/ami-coq?utm_source=LesPepitesTech.com,RESTAURATION,https://lespepitestech.com/startup-de-la-french-tech/made-france-food-court
STARTUPP,Création de solutions innovantes pour les entreprises souhaitant se démarquer,"38 Rue Frédéric Joliot Curie, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/st-wcp.png,https://startupp.fr/?utm_source=LesPepitesTech.com,INNOVATION DIGITALE,https://lespepitestech.com/startup-de-la-french-tech/startupp
PETIT MISHA,Marque de puériculture éco-responsable made in France,"7 Allées de Chartres, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_petit_misha.png,https://petitmisha.com/?utm_source=LesPepitesTech.com,BÉBÉ,https://lespepitestech.com/startup-de-la-french-tech/petit-misha
WIMMOV,Le système de recommandation N°1 en France avec +2000 agents immobiliers partenaires,"314 Avenue du Prado, Marseille",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/wimmov.png,https://www.wimmov.com/?utm_source=LesPepitesTech.com,SOLUTION SAAS,https://lespepitestech.com/startup-de-la-french-tech/wimmov
8 IN ASIA,Agence de voyage qui propose des aventures fondatrices en petits groupes de voyageurs solo en Asie,"242 Boulevard Voltaire, 75011 Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/8_in_asia_logo_transparent-14.png,https://8inasia.com/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/8-asia
STOCKON,Le spécialiste du stockage sans engagement,"80 Rue de Saint- Genès, Bordeaux",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/download_32.png,https://info.stockon.fr/?utm_source=LesPepitesTech.com,LOCATION,https://lespepitestech.com/startup-de-la-french-tech/stockon
WOODISTRIB,Société de distribution de bois en direct scierie a destination des charpentiers et couvreurs français,"29 Rue Pradier, Ville-d'Avray",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_woodistrib.png,https://www.woodistrib.fr/?utm_source=LesPepitesTech.com,BOIS,https://lespepitestech.com/startup-de-la-french-tech/woodistrib
NAWALI,"Nawali, créé en janvier 2018 par Aïta MAGASSA, est un groupe immobilier qui permet d'investir dans 5 pays d'Afrique de l’Ouest, en toute sécurité : Sénégal, Mali, Mauritanie, Gambie et Côte d’Ivoire.",12 rue des Chauffours 95000 Cergy,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logo_111.jpg,https://www.nawali-group.com/fr/?utm_source=LesPepitesTech.com,SECURITÉ,https://lespepitestech.com/startup-de-la-french-tech/nawali
LOUISE MICHEL - EDITITRICE DE BEEGUP,Beegup : Le 1er réseau social des lycéens pour parler les langues étrangères avec des correspondants.,"2 Rue Diaz, Boulogne-Billancourt",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logos_beegup_bleu.png,https://www.beegup.com/?utm_source=LesPepitesTech.com,Catégorie non disponible,https://lespepitestech.com/startup-de-la-french-tech/louise-michel-edititrice-de-beegup
N'JOY SAS,L'application mobile qui référence les meilleurs bons plans,21 RUE DE TOULON,https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/njoy_logo_3.png,http://www.njoyapp.com/?utm_source=LesPepitesTech.com,ABONNEMENT,https://lespepitestech.com/startup-de-la-french-tech/njoy-sas
TEELT,Teelt est LA solution d'Onboarding Collaborateurs pour accueillir au mieux vos nouveaux collaborateurs,"La Défense Grande Arche, parvis de la Défense, Paris",https://d3kqkuy1hpjocx.cloudfront.net/s3fs-public/styles/medium/public/logoteelt.png,https://teelt.io/?utm_source=LesPepitesTech.com,RH,https://lespepitestech.com/startup-de-la-french-tech/teelt
