name,description,website,city,development_level,looking_for,fundraising,link,Logo,Field_1,Field_2,Field_3
Nextflag Srl,,https://nextflag.app/,FLORENCE,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/nextflag-srl,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/2f714d32-7aa5-461b-905b-9067927261fa1,Artificial Intelligence,Growth & Investment,Marketing & Advertising
Nicebuild LLC,"PLAUD.AI is the AIaaS company to Connect AI with Real-Life. We develop AI devices and AI agents to perform as AI business partners for individuals and businesses to achieve the most. PLAUD NOTE is the first AI Business Partner device that removes layers of friction associated with using multiple apps on phones to achieve narrow productivity aims - to seamlessly record, transcribe, summarize, and make meetings, calls, and conversations organized and actionable.",https://www.plaud.ai/,SHERIDAN,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/nicebuild-llc,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d12d1541-23bb-479b-bd37-349df67fd4451,Artificial Intelligence,Retail & E-commerce,
Nijta,"Nijta protects audio recordings collected at contact centres, media, health organisations and banks from privacy threats, such as re-identification, deepfake creation, and other malicious uses. It does so by anonymising the biometric identity and personally identifiable information present in the recordings.",https://nijta.com/,LILLE,,,2M€,https://vivatechnology.com/partners/nijta,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/69d5a3e3-a0cc-4a77-91cb-cfd2142a4d0e1,Artificial Intelligence,B2B Services,DeepTech
Nikkei Inc.,"Founded in Japan in 1876, Nikkei has grown into one of the world’s largest independent media groups, with approximately about 2.3 million paid subscribers in Japan. Our flagship English-language publication, Nikkei Asia, provides comprehensive pan-Asian reporting that serves as a crucial decision-making tool for our readers. In 2015, Nikkei expanded its international presence by acquiring the Financial Times, another global media brand. With the purpose of offering “better insights for a better world,” we never pander to power and are committed to delivering accurate and fact-based economic news. Our daily mission is to provide equitable, unbiased content that enables our readers across the globe to make better decisions.",https://www.nikkei.co.jp/nikkeiinfo/en/,,,,,https://vivatechnology.com/partners/nikkei-inc,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/feaa4dfe-5796-401a-a398-ce4f6cd059271,Artificial Intelligence,Climate Tech,DeepTech
Nintex,"Nintex is the global standard for process intelligence and automation, powered by AI. Today more than 8,000 public and private sector organisations across 90 countries turn to the Nintex Process Platform to accelerate progress on their digital transformation journeys by quickly and easily managing, automating and optimising business processes. Learn more by visiting www.nintex.com and experience how Nintex and its global partner network are shaping the future of Intelligent Process Automation (IPA).",https://www.nintex.com/,,,,,https://vivatechnology.com/partners/nintex,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/738ea66e-7693-4381-9644-2e7d32c9c35a1,Artificial Intelligence,B2B Services,Cloud & Infrastructure
Niramai Health Analytix,"NIRAMAI’s Thermalytix® is a non-invasive breast health screening test that employs innovative proprietary machine learning and deep learning algorithms to analyze temperature distribution on the chest, automatically generating a quantitative report showing a breast health score to assist doctors in identifying abnormal breast lesions. The solution is a low-cost, accurate, automated, portable breast cancer screening solution that can be operated in any clinic. It is radiation-free, non-touch, not painful, and works for women of all ages. This unique offering serves as a vital breast cancer screening test in hospitals, for routine preventive health checkups, and for large-scale screening initiatives in rural and semi-urban areas. NIRAMAI's Thermalytix test is currently available in 30+ cities across India, spanning over 200+ hospitals and diagnostic centres. The test is also commercially available in 8 countries.",https://www.niramai.com/,BANGALORE,,,7 MILLION€,https://vivatechnology.com/partners/niramai-health-analytix,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/6ab0b7ee-1609-4fec-a30a-681b8cf7b0421,Artificial Intelligence,DeepTech,Healthcare & Wellness
"Nissin Denki Kohsaku Co., Ltd","We are in-house venture team in Nissin Denki Kohsaku Co., Ltd, developing unique technologies related to mobile eye/face tracking interface. With the introduction of the iPhone with TrueDepth camera and Google's MLKit, eye/face tracking has become a familiar experience with the smartphone at hand. However, we are not yet in a position to actually utilize them in the field. One of the reasons for this is that devices like smartphones, which have limitations in accuracy, cannot be comfortably operated using conventional methods. Therefore, we have developed several unique operation methods to overcome this problem, and have realized an interface that can operate a device with sufficient practicality even with a smartphone. We have released ""Messay"", an eye-controlled alternative communication app, and ""Tube for Anyone"", an eye-controlled YouTube viewing app, and just recently released ""Mezic"", an app that allows the entire Android phone to be controlled with the eyes and face.",https://messay.ndk-group.co.jp/en/,OSAKA,GOING TO MARKET,"FUNDING, TALENTS",,https://vivatechnology.com/partners/nissin-denki-kohsaku-co-ltd,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/414e5532-6e8f-440e-a750-4c0bb4b27dc11,Diversity & Inclusion,Healthcare & Wellness,XR & Metaverse
Nivotech,"The pursuit of energy performance in real estate is now a major concern for managers and property owners in tertiary and industrial sectors. Rising energy costs, stricter government requirements, and the urgency to reduce environmental footprint demand action. Nivotech addresses these challenges with an innovative solution for monitoring and analyzing heat pump consumption. Nivobox PW, a non-invasive, self-powered sensor installed on heat pumps, enables automated energy data collection. Processed by Nivodesk, this data platform offers features like tracking dashboards and real-time alerts, driven by AI. With data from various sources, including weather and real estate mapping, Nivotech provides insights in three ways: AI modeling, user analysis, or external specialist review. This approach facilitates significant energy savings, improves environmental impact, and optimizes real estate management, aligning with government and regulatory requirements.",https://nivotech.io/,AIX-EN-PROVENCE,,,,https://vivatechnology.com/partners/nivotech,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a63e0167-0d75-4f86-ad7b-f979995bfa681,Artificial Intelligence,Climate Tech,Energy
Norbert Health,"Our Health Hub for Seniors is revolutionizing healthcare delivery in senior living facilities. With advanced AI-driven sensors, fully contactless vital sign monitoring, and comprehensive mobility assessments, Norbert Health's device empowers seniors to take control of their health with ease and precision. Engage healthy behaviors and enhance patient and staff satisfaction with our purpose-built, medical-grade solution.",https://www.norberthealth.com/,NEW YORK,GOING TO MARKET,"TALENTS, FUNDING",,https://vivatechnology.com/partners/norbert-health,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/f83437a4-1ded-4fda-a6fe-5d59a97e80981,Artificial Intelligence,DeepTech,Healthcare & Wellness
Notex,"Notex, les badges qui parlent pour vous lorsque les mots sont difficiles à trouver… Ce badges novateur rassemble toute les informations médicales essentielles en un instant, offrant une sécurité inégalée pour les motards, les amateurs de sports extrêmes et les adeptes de vélos ou trottinettes électriques prêts à affronter l’aventure en toute confiance. Notex est bien plus qu'un simple badge médical ; c'est un compagnon de voyage intelligent et adaptable. Conçu pour s'intégrer parfaitement aux casques des motards, des sportifs extrêmes, des cyclistes et des utilisateurs de trottinettes électriques, NOTEX contient toutes les informations médicales essentielles. Allergies, contacts d'urgence, vaccins à jour : tout est à portée de main pour garantir une intervention rapide et précise en cas d'accident.",https://notex-france.com/,BORDEAUX,GOING TO MARKET,,,https://vivatechnology.com/partners/notex,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a67ebbff-b374-4d62-9a43-fddf0b553c4a1,B2B Services,Sports,
Notify,"AI to drive marketing pressure & orchestrate omnichannel in your CRM: Notify uses artificial intelligence to manage and optimise customer communications for brands and leading retailers. Through its AI, which connects the various CRM* platforms and coordinates all communication channels, brands can finally control their overall marketing pressure in real time. Deliver the message to each consumer at the right time, via the right channel: - Increases business performance by +20% - Reactivates 50% of inactive customers and helps to grow the customer base - Reduces the digital carbon footprint by up to 20%. (*) Salesforce, Abobe Marketing Cloud, Marigold, Braze, Batch, Marigold, Splio, Oracle, IBM... 3 solutions to optimise customer experience and engagement : Activation, Orchestration and Care",https://eng.notify-group.com/,PARIS,,,"1,5 M€€",https://vivatechnology.com/partners/notify,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/cf7f4563-63b1-4422-aee7-ed80d5fabea31,Artificial Intelligence,B2B Services,Data Management & CRM
Novable,"Novable combines Artificial and Human Intelligence to connect innovation professionals with the most relevant startups for their projects. From scouting to first engagement support, finding the perfect match has never been easier. With extensive experience in the startup and corporate ecosystem, Novable’s Innovation Scouting platform has created the perfect space for investors, enterprises, and corporates to match with agile startups to accelerate their growth and transformation strategies. The concept is simple, large corporations are desperate to innovate and evolve to stay relevant. Novable helps these companies using its vast database of +3million startups along with its large network of Agents out in the field.",https://novable.com/,BRUSSELS,,,,https://vivatechnology.com/partners/novable,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4bc4cdcc-829c-4787-a784-e407401710551,Artificial Intelligence,B2B Services,Data Management & CRM
Novocycle Technologies,"At Novocycle Technologies we provide sustainable technologies to bring true circularity into the emerging battery market. With our revolutionizing lithium-ion battery recycling method we recover over 96% of all battery materials, ensuring 99.5% purity and enabling immediate reintegration of raw materials into new batteries without shredding and black mass formation. We want to sustain our world's resources and ensure a future worth living for the following generations.",https://novocycle.com/,SUNNYVALE,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/novocycle-technologies,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d57c3b9f-4a5c-422a-a036-97b34839739e1,Climate Tech,Energy,Mobility & Smart City
Novus Technologies Inc,"Novus, an innovative startup based in Istanbul and Boston, specializes in hybrid and on-prem Large Language Model (LLM) services tailored for businesses grappling with data privacy and regulatory challenges. Our AI solutions are designed to seamlessly integrate into existing operations, providing enhanced productivity and sector-specific insights while ensuring full GDPR compliance. Our offerings include a suite of AI agents that function like team members, capable of collaborating and fine-tuning themselves autonomously to optimize performance across various domains such as sales, finance, and content generation. With a focus on industries handling sensitive data, Novus enables businesses to leverage powerful AI tools without the need for extensive coding or AI expertise. By charging a setup fee alongside a monthly licensing model, we make advanced AI accessible, helping businesses revolutionize their operations and gain a competitive edge in the rapidly growing corporate AI market.",https://novuswriter.ai/,İSTANBUL,GROWTH & SCALE,"TALENTS, FUNDING",,https://vivatechnology.com/partners/novus-technologies-inc,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/32bd3581-9f49-4080-95df-2d66a84aa0021,Artificial Intelligence,B2B Services,
NuLink,"NuLink SA has been developing wireless solutions for the Broadcast market for more than 20 years. In 2019, we have noticed that the future of wireless connectivity for events is Private 5G Network. Since then, we develops Custom-made solutions based on 5G Technology. The various 5G Modems developed by NuLink are fully configurable and allow the integration of a wide range of Broadcast equipment. Based on this product line, various applications can be addressed such as live radio and video production, law enforcement, emergency (flooding, earthquake, etc…). Since 2020, thanks of the support of INNOSUISSE, NuLink is involved in various trials to demonstrate the huge opportunity for all live events to go wirelessly with Private 5G Network. Our CEO, Laurent Zwahlen, is also working since 4 years for the 2024 Olympic and Paralympic Games (COJOP2024), in charge of the following projects: - Mobile & Radio Infrastructures for Road Events - 5G Private Network Deployment - DVTM Opening Ceremony",https://vivatechnology.com/partners/www.nulink.tv,NEUCHÂTEL,,,300 000€,https://vivatechnology.com/partners/nulink,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e267ca33-03d1-4e3c-bff9-349d6810a7171,5G & Connectivity,Sports,
NuMind,"NuMind is a local app that allows you to easily create custom NLP models from your datasets to automate tasks such as classification, NER, structured information extraction, and more. // The benefits: faster projects: you teach your AI to do exactly what you need ; high performance: outperforms GPT4 ; your data remains private ; low inference cost: custom NLP models created with NuMind are small (at equal performance, 10,000x cheaper than GPT4 for NER projects) ; confidence estimation ; full control: you own all the models created with NuMind and we provide a docker-image: you automate your NLP task in your environment. // Our Customers are in the following sectors: banking and insurance ; pharmaceutical and medical ; construction ; staffing and recruiting ; legal ; transportation ; marketing and media.",https://vivatechnology.com/partners/numind.ai,NOGENT-SUR-MARNE,,,,https://vivatechnology.com/partners/numind,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a342b32c-b5b7-412f-998d-e52ebdede04b1,Artificial Intelligence,DeepTech,
Nuvolos,"Nuvolos is the operating system for data science. It is a cloud workspace that allows you to easily handle data and computation of any size and type. It lets you collaborate on projects and organize your work effectively. Nuvolos provides storage, computing power and control, whenever you need it.",https://nuvolos.cloud/,BUCHS SG,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/nuvolos,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/6c462afb-999b-486b-afc2-a7c0b0c4d7781,Artificial Intelligence,Cloud & Infrastructure,DeepTech
O'PRUEBA Technology Inc.,"O'Prueba focus on helping ISVs and solution providers reduce time to market. Our core technology focus on managing Edge Computing and Edge AI, integration of network and applications for large-scale and distributed deployment. O'Prueba Ready to Goal Solution helps you to focus on delivering your core value, keep traction to clients, saving you time and resources to success together. We target software venders, SIs, VARS as partners. Host Fee are charged to them when users purchase app through OOS. For large-scale control, users must use OOS Controller, requires subscription fees as another revenue for us.",https://www.oprueba.com/,HSINCHU CITY,,,"1,200,000€",https://vivatechnology.com/partners/oprueba-technology-inc,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/fb9e9000-f612-48cc-a36f-e523765841a11,5G & Connectivity,Artificial Intelligence,B2B Services
OCTAVIO,"Octavio is a French audio manufacturer dedicated to democratizing high-quality music listening. Having installed our products in thousands of homes across France, we're now keen to bring our expertise to professionals, to make their spaces sound even better. We provide a high-quality, self-contained audio system for any commercial space. In addition to the hardware, our team will work with you to create the right atmosphere for your space.",https://octavio.fr/,TOURCOING,,,2 000 000€,https://vivatechnology.com/partners/octavio,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/ba6b314e-98dc-4b8a-857f-e707f4f872851,B2B Services,"Industry, Logistics & Supply Chain",Retail & E-commerce
OCTOPIZE,"Octopize has developed a unique solution for anonymizing datas. Successfully evaluated by the CNIL, our software allows to generate anonymous and statistically relevant summary data from the original personal or confidential data. It solves the paradox between protection and sharing of these data for their informative value.",https://www.octopize.io/,NANTES,GROWTH & SCALE,,,https://vivatechnology.com/partners/octopize,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3cc5fb49-2810-43d5-a8c8-73ab9194c4d01,Artificial Intelligence,Data Management & CRM,DeepTech
OID,"OID (Observatoire de l'Immobilier Durable) is an independant organisation. Our purpose is to move faster into the ecological transition of the real estate sector, in France and on an international level. With more than 130 members and partners, among them the leaders of real estate, the OID is the reference for the whole value chain of the building and promotes collective intelligence to solve environmental, social and societal problems in the real estate sector. OID produces resources and tools serving the general interest.",https://o-immobilierdurable.fr/,PARIS,,,,https://vivatechnology.com/partners/oid,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/5f99c8c1-cc74-4aad-ba45-7f3c6c9bfd701,Climate Tech,Energy,GovTech & Public Sector
OLECIO,"Olecio works to strengthen the employability of everyone (career guidance, career change...) by facilitating connections between individuals with projects and organizations seeking talents (companies, public services, training organizations...). We do this through three main action levers: - Our platform, olecio.fr, which encourages the discovery of professions through the consultation of inspiring resources (videos, podcasts, articles, games...) and personalized recommendations of training courses. - A highly innovative augmented reality application to discover professions, aimed at 12-25 year-olds : Orientation Métiers Go (OMG). - Consulting work for public and private actors in education, guidance, professional integration, employment, and training.",https://olecio.fr/,PARIS,,,,https://vivatechnology.com/partners/olecio,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3047b0ff-dee8-489b-8db8-b3738defb9ad1,Education,HR & Future of Work,Marketing & Advertising
ONPARLEDETOUT,"On parle de tout, et le premier premier média pour la santé Mentale des jeunes en France",https://www.onparledetout.fr/,PARIS,GOING TO MARKET,,,https://vivatechnology.com/partners/onparledetout,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/584f513e-8283-450c-b80c-284969c8d24a1,Education,Healthcare & Wellness,
ONWARD® Medical,"ONWARD® Medical is a medical technology company creating therapies to restore movement, function, and independence in people with spinal cord injury (SCI) and movement disabilities. Building on more than a decade of scientific discovery, preclinical, and clinical research conducted at leading hospitals, rehabilitation clinics, and neuroscience laboratories, the Company has developed ARC Therapy™, which has been awarded ten Breakthrough Device Designations from the US Food and Drug Administration (FDA). ONWARD ARC Therapy is targeted, programmed spinal cord stimulation designed to be delivered by the Company’s external ARC-EX® or implantable ARC-IM® platforms. ARC Therapy can also be delivered by the Company’s ARC-BCI™ platform, which pairs the ARC-IM System with brain-computer interface (BCI) technology to restore movement after SCI with thought-driven control.",https://www.onwd.com/,EINDHOVEN,,,170M+€,https://vivatechnology.com/partners/onward-medical,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/621460b8-a4d4-4af9-abdc-e37531615b891,Artificial Intelligence,Growth & Investment,Healthcare & Wellness
ONYXIA,"The problem we're solving: Large organizations, including public administrations, manage sensitive data and may be constrained by sovereignty concerns that prevent the use of major cloud services like AWS. How can these organizations create a suitable data science environment for their teams? Onyxia Datalab is an open source software by Insee that offers a solution by enabling the creation of a data science platform on a Kubernetes cluster. At its core, Onyxia is a Helm chart launcher with many data-oriented features like S3 integration. French students, teachers, or researchers also have access to a public instance loaded with significant computing resources, including Nvidia GPUs, available at https://datalab.sspcloud.fr and is hosted at the Insee headquarters in Paris. This initiative is by the French public service, aimed at supporting the data science community without commercial intent.",https://onyxia.sh/,MONTROUGE,GROWTH & SCALE,,,https://vivatechnology.com/partners/onyxia,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4d264181-1f9f-46a5-b54d-22a742006c171,Artificial Intelligence,Cloud & Infrastructure,GovTech & Public Sector
OORION,"OOrion is a French startup developing a tool aimed at helping blind and visually impaired people to identify, find, and locate elements (objects and texts) in the environment using the camera of the smartphone and computer vision algorithms. The app provides four fully instant and offline features, such as locating and guiding through objects and texts in the surroundings. Now, it also enables anyone to add their own personal objects to the AI. Currently, it is available in 32 languages on the App Store and has counted 7500 downloads. In the near future, a ""Partner Space"" in OOrion will enable any place welcoming visually impaired people to make themselves more accessible by using our five basic features. This is already the case for some Carrefour Stores and will very soon be the case for some urban facilities, hotels, and eventually some post offices, as a start.",https://www.oorion.fr/,LYON,GOING TO MARKET,,,https://vivatechnology.com/partners/oorion,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e9caa49d-be88-4704-99b3-dd2447c9cbc31,Artificial Intelligence,Diversity & Inclusion,Healthcare & Wellness
OPTIMAL RH,"Dive into a new era of human resources management with Optimal HR! Our HRIS software combines simplicity and power to unleash your team's full potential. Forget administrative hassles and focus on what matters: growing your business. Optimal HR provides an intuitive interface, innovative features, and cutting-edge security for seamless HR management. Analyse, plan, and collaborate effortlessly, propelling your company to new heights. Choose Optimal HR and pave your way to success starting now!",https://optimal-rh.com/,NOUMEA,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/optimal-rh,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e3e86ae3-d81b-46a0-b9f5-c7328a5afb711,Artificial Intelligence,HR & Future of Work,
ORANGE,"Orange is one of the world’s leading telecommunications operators with revenues of 39.7 billion euros in 2023 and 129,500 employees worldwide at 31 March 2024, including 72,500 employees in France. The Group has a total customer base of 282 million customers worldwide at 31 March 2024, including 243 million mobile customers and 21 million fixed broadband customers. The Group is present in 26 countries (including non-consolidated countries). Orange is also a leading provider of global IT and telecommunication services to multinational companies under the brand Orange Business. In February 2023, the Group presented its strategic plan ""Lead the Future"", built on a new business model and guided by responsibility and efficiency. ""Lead the Future"" capitalizes on network excellence to reinforce Orange's leadership in service quality.",https://www.orange.com/en,,,,,https://vivatechnology.com/partners/orange,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/eaa8cde2-c8bb-49d4-b87d-14949556c6e21,5G & Connectivity,Artificial Intelligence,Cybersecurity
ORCAUBOAT,"With the vision of ""Better self-driving. Better water bodies"", ORCAUBOAT is dedicated to advancing unmanned surface driving technology and pioneering innovative applications in surface service robots. ORCAUBOAT stands out in the unmanned surface vehicles with 3 product lines: surface cleaning robots, autonomous leisure boats, and ORCAUBOAT advanced systems for intelligent sailing. As a leading tech company, ORCAUBOAT holds several records, including the highest mileage record in the industry, the world's first multi-sensor dataset for the unmanned surface vehicle, and the world's first dataset for floating waste detection. As a Member of the United Nations Global Partnership on Marine Litter, ORCAUBOAT is committed to fostering a greener, cleaner, smarter, and more sustainable future.",https://orca-tech.cn/en,XI'AN,,,26MILLION€,https://vivatechnology.com/partners/orcauboat,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7dfc05db-b172-4544-9a86-8367b97c595d1,B2B Services,DeepTech,GovTech & Public Sector
ORIS Materials Intelligence,"ORIS Materials Intelligence is the first platform which connects digital and construction materials with the aim to design low-impact infrastructure (roads, rails). We want to give an opportunity to measure, compare and optimize infrastructure project and reduce the carbon emissions of the construction sector. ORIS is based on 3 fundamentals: - structuring knowledge on construction materials (location, technical properties, etc.); - visualizing information to support rational decision-making at all stages of the project; - developing and distributing digital services based on engineering simulation. Operating as a mission-driven entity, ORIS is committed to its societal purpose. Enshrined in its status as a ""société à mission,"" ORIS is dedicated to enabling the construction sector to spearhead inclusive, efficient, resilient, and low-carbon infrastructure initiatives.",https://www.oris-connect.com/en/,PARIS,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/oris-materials-intelligence,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/24d2bb6e-4406-4cff-9a4c-b5d1fa37fe311,Climate Tech,DeepTech,GovTech & Public Sector
ORLIB Limited,"ORLIB Limited is a university-launched venture developing high-energy batteries. We demonstrated a technology that dramatically increases energy density using active materials that reacts with multiple electrons. In particular, Si, has been attracting attention as a high-capacity anode material since it can react with 4 or more electrons, leading the significantly large capacity up to 4000 Ah/kg. However, Si has hardly been used because it has a large irreversible capacity, and a large volume change due to a charge/discharge reaction. ORLIB has developed the pressurized pre-doping technology to reduce irreversible capacity and the volume changes. Pre-doped Si, pSi, can be combined with various LIB cathodes to increase the energy by more than 1.5 times, making it possible to create high-energy batteries with low cost and rare metal-free LFP comparable to high energy LMNC. We contribute to the realization of a sustainable and vibrant society through high-energy batteries.",https://www.orlib.jp/,"BUNKYO-KU, TOKYO",,,"250,00€",https://vivatechnology.com/partners/orlib-limited,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4385ab3b-853a-4a33-b495-ae0a1370d5491,DeepTech,Energy,
OUAT!,"The rise of Industry 4.0 is reshaping biomanufacturing, demanding more agility and standardization. Yet, people continue to power production. HakoBio, developed by OUAT!, is a visual and intuitive 3D Digital Twin planner tool, designed to simplify bioprocesses and democratize knowledge. The web platform uses a no-code/low-code framework, enabling you to visualize and simulate bioprocesses. Additionally, it provides Virtual and Mixed Reality training and streamlines access to key information through an intuitive, centralized dashboard. By visualizing data and making information more easily accessible, HakoBio is designed to effectively break down skill barriers, increase user engagement, and enhance collaboration within and across teams. Our mission: Make digital twins available to everyone in the biotech industry.",https://www.hakobio.com/,BRUSSELS,,,,https://vivatechnology.com/partners/ouat,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/a4821b51-784e-46ef-bb24-b3e6ddf067001,HR & Future of Work,"Industry, Logistics & Supply Chain",XR & Metaverse
OUTEX,"OUTEX is an innovative mobile application for IOS and Android users for working out and rehabilitation, in which our artificial intelligence can control the performance of the exercises and correct them as well as create a personalized plan of training. Professional coaches and doctors create sets of exercises, while the program automatically picks personalized pieces of training based on the user's goals, and then the AI controls the performance of the training so you can be sure not to hurt yourself. After the workout, you get detailed statistics about the correctness of the performance, the amount of calories you burn, and even the angle of bending of your joints. This way, our app provides users with easy access to the professional approach to sport and rehabilitation wherever they are whenever they want.",https://outexua.com/,KYIV,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/outex,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/65ef4133-c600-432f-bd42-8f66c87987ea1,Artificial Intelligence,Healthcare & Wellness,Sports
OUTPUT & BOE,"As the representatives of China's technological innovation domain, OUTPUT and BOE are jointly debuting at the 2024 Viva Technology exhibition. Together, we are going to showcase the global perspectives of the intersection of technology, humanity, and innovation through Naked-eye 3D installation, symbolizing a renovated partnership between the two corporations at a distinguished international forum, while creating the most eye-catching and buzz-worthy experience for global attendees at the venue. About OUTPUT ｜ OUTPUT is a prominent global content technology company that emerged in 2017 amidst the transformative waves of the digital media landscape. About BOE ｜ Founded in April 1993, BOE Technology Group Co., Ltd. (BOE) is a leading IoT innovation company providing intelligent interface products and services for information interaction and human health.",https://www.byoutput.com/,,,,,https://vivatechnology.com/partners/output-boe,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/6f853278-fe05-4159-9932-cc5f7c06cc721,Entertainment & Creators Economy,Growth & Investment,"Luxury, Fashion & Cosmetics"
OVA,"At OVA, we harness the power of AI to transform how industries engage with virtual, mixed, and augmented realities. Our flagship software, StellarX, empowers users to easily create, manage, and deploy immersive environments that can be used for training, simulation, and much more, without needing extensive programming knowledge. Designed to be intuitive, StellarX allows users to drag and drop elements into their virtual spaces, crafting realistic scenarios for a wide range of applications. This innovative platform not only simplifies the creation process but also enhances the ability to share and collaborate on projects in real-time, making it an indispensable tool for professionals aiming to leverage the potential of immersive technologies. By democratizing access to these powerful tools, StellarX is opening up new possibilities for creativity and operational efficiency across diverse sectors.",https://www.stellarx.ai/,MONTRÉAL,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/ova,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7fa20f1c-40d9-4e98-b452-c8b83b04ad751,Artificial Intelligence,HR & Future of Work,XR & Metaverse
Obo World,"Obo World offers innovative digital solutions based on AI and an inclusive virtual agent named Obo. The virtual agent is trained and equipped to assist companies in various tasks including recruitment, human resources management, and customer satisfaction evaluation. Our clients: all companies regardless of their size, industry, and in any country and language. obo sources the best candidates from job boards and CV databases, conducts pre-qualification interviews, and provides recruiters with debriefs of these interviews. The recruiter retains control of the tool throughout the recruitment process carried out by obo.",https://www.obo-world.com/,ANNECY,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/obo-world,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/81a48c19-bbaa-4d72-a236-11c6618c45eb1,Artificial Intelligence,Diversity & Inclusion,HR & Future of Work
