nom,Siren
POM MONITORING,443819644
PONANT TECHNOLOGIES,814735163
POP IN EVENTS,750644411
POP VALET,752998161
POPCHEF,849281571
POPPINS (EX-MILA LEARN),831475777
POPSCREEN GAMES,888880242
POPUPIMMO.COM,794460097
PORSOLT SAS,425113321
POSSIBLE FUTURE - FRENCH BUREAU,822172664
POSSON PACKAGING,577250087
POTAGER CITY,499600781
POTION SOCIAL,528509060
POUSSE POUSSE,830530374
POWELL SOFTWARE,815141874
POWER OF MOSS,879727980
PR0PH3CY,901790170
PRAGMA SECURITY,833826035
PREDICTIVE IMAGE,529131955
PREDIFY,
PREDITIC,803084524
PRELIGENS,818503146
PRELIGENS (EX-EARTHCUBE),818503146
PREPACADEMY,
PRESENCEAI,
PRESTO ENGINEERING EUROPE,512878125
PRET PRO,498082395
PRETGO,804655199
PREV&CARE,821031150
PREVIA MEDICAL,882559289
PRICE OBSERVATORY,789953429
PRICING ASSISTANT,793845090
PRICING HUB,840702336
PRIMO CONCIERGERIE,948588801
PRINTEMPS DES TERRES,882699796
PRISMIC IO,803264563
PROCSEA FRANCE,820559110
PRODIGY AGENCY,890673965
PROESSA SPORT,828393249
PROF EN POCHE,809744907
PROFESSORBOB.AI,838225316
PROMÉTHÉE,
PROOVSTATION,842788069
PROSAPIENT,833209265
PROTECPÉO,519624605
PROVE&RUN,514510783
PROVEPHARM LIFE SOLUTIONS,418165460
PROXIMUM SARL,424540441
PRÊT À POUSSER,791893662
PSYCLE RESEARCH,834228157
PULSE AUDITION,920869674
PULSE ORIGIN,804555779
PUR,ETC.,527668644
PURPLE ALTERNATIVE SURFACE,883970451
PURPLEMET SECURITY,878345875
PYDIO,752256966
PYRUM INNOVATIONS,500155783
PYTHEAS CAPITAL (TRESO2),807708243
PYTHEAS TECHNOLOGY,812129013
PÉLICAN FLEURS,753377951
QARNOT COMPUTING,528593817
QASHFLO,803620657
QC WARE,854036357
QEMOTION,811519230
QEVLAR AI,952849115
QILIBRI,839558467
QOBRA,885069039
QONTROL,843409954
QOOHOO,
QOS ENERGY,523637098
QOVERY,852571108
QST LAB,838404770
QU'EST-CE QUI TOURNE,
QUAI DES NOTAIRES,
QUALIMENTI,878808161
QUALIZY,
QUANTCUBE TECHNOLOGY,794381202
QUANTUM GENOMICS,487996647
QUANTUM SURGICAL,824393003
QUARKS SERVICES SAS,819723693
QUASAR SOLUTIONS,326506425
QUBIT PHARMACEUTICALS,883649238
R++, THE NEXT STEP (HUMANS CONNEXION),513792119
RACONTR,788743458
RAINBOW GREEN,819482852
RAISIN DIGITAL,817402878
RAMDAM SOCIAL,508230380
RANDOMCOFFEE,832564306
RAPYD,
RARECELLS DIAGNOSTICS,523913267
RARECELLS DIAGNOSTICS SAS,523913267
RAREPORN,
RAVEL TECHNOLOGIES,844443127
RAY STUDIOS,901049767
RAYONNANCE TECHNOLOGIES,441133881
RCP DESIGN GLOBAL,402150726
RD2 INNOVATE,800717753
REACHFIVE,797606357
REACTIV’IP,797487204
REALIZ3D,908567423
RECAST AI,804243483
RECOMMERCE GROUP,513969402
RECOMMERCE SOLUTIONS,513969402
RECONCEPT,881938648
RECRUZILLA,
RECYCLAMER INNOVATION,840976740
RECYC’ELIT,850623216
RED ALERT LABS,827677303
RED ELECTRIC,804094399
RED HORTICULTURE,840702609
REDFOX FINANCE,830609186
REDSTONE SOLUTION,914112297
REENIU FRANCE,883536559
REEZOCAR,799840913
REFRESH IT SOLUTIONS,492625546
REGION SUD,231300021
REI HABITAT,538216540
REMATCH,890481666
REMEDEE LABS,824154926
REMIX COWORKING,494411408
REMIX ECO,880695580
RENAISSANCE FUSION,885269332
RENEW TECH,917807976
RENOVATION MAN,828250811
RENTABRUT,982664393
REPUTATION VIP,539381582
REQUEST FINANCE,880400106
RESEAU PRO,883888471
RESOLVE STROKE,913019345
RESPAID,
RETAIL ROBOTICS SOLUTIONS,889105334
RETAIL SHAKE,845267830
RETAIL VR,838839207
REV INSIDE,
REV MOBILITIES,912354107
REVERS.IO,513781526
REVERSE SYSTEMS,895353670
REVIVAL BY IMPACTE CAPITAL,899646038
REYOUZZ,
RGPD ACADEMY,839565116
RHEVE 3D,830187514
RHÔNE-ALPES CINÉMA,907721187
RING CAPITAL,
RINGOVER,480234210
RISE PARTNERS,853726925
RISE UP,
RIVE DROITE,
RMAN SYNC,853322469
RMD TECHNOLOGIES,821692233
RNGY POWER,919448803
ROBOT ARTICULATION,850867078
ROBOTRONIC FRANCE TECDRON,795229392
ROBOVISION AI,882102528
ROCKET SCHOOL,849537030
ROSI SOLAR,833310204
ROTI.EXPRESS,811655067
ROUTES NUMÉRIQUES,
ROVALTERRE,852554005
RUBIX SI,
RUBYPAYEUR,841714736
RUNGIS & CO,
RUNGIS NATURE,483106423
RUNMOTION COACH,833421894
RUNNING CARE,
RUTABAGO,819733098
RVR SYSTEMS,442576971
RYAX TECHNOLOGIES,833192479
RYDGE CONSEIL,903309490
RÉALITÉS,451251623
RÉNOLIB,848905949
RÉSURRECTION,951596972
S2P – SMART PLASTIC PRODUCTS,807552583
SAAGIE,794047696
SAEZ INNOVATION,918068537
SAFECUBE,752760868
SAFESANTÉ,802952895
SAFETHING,822879128
SAFETY LINE,528685423
SAFETYLINE,528685423
SAGA CORP,822296794
SAGEMCOM BROADBAND,440294510
SAISIGO,845180009
SAKOWIN GREEN ENERGY,824658769
SALARYBOOK,
SALE N'GO,789804119
SALUT BEAUTÉ,841147655
SANTEXPAT,788571834
SANTÉ ACADÉMIE,880335435
SARBACANE SOFTWARE,509568598
SARL LEDEX,534835194
SARL SOREPOL,510152903
SAS CYCLOPONICS,817999121
SAS KUUPANDA,878883487
SATELSTICK,
SAVE EAT,829611409
SAVE MARKET,
SAVOIRIA (GROUPE BUSINESS PLUS),921438875
SAY PARTNERS,789367067
SBA COMPTA,532034485
SBG SYSTEMS,499284503
SCALAGENT D.T.,
SCALED RISK,538807215
SCAN.COM,
SCANUP,824549067
SCHNEIDER ELECTRIC,421106709
SCHNEIDER ELECTRIC INDUSTRIES,954503439
SCIENCE EXPLAINERS,837664739
SCIENTA LAB,900344748
SCINTIL PHOTONICS,843872979
SCIPIO BIOSCIENCE,831267992
SCJ INFORMATIQUE,332333608
SCOOP IT,498416916
SCOPLAN,753772755
SCORE & SECURE PAYMENT,830459053
SCREENY TECHNOLOGIES,814600144
SDI SERVICES,890809809
SDM ACIER,753515162
SDS PERFORMANCE,802349530
SE13 ADVISORS,814086922
SEACLICK,921880894
SEAFOOD REBOOT,904386539
SECLUDIT,532107992
SECURACTIVE,
SECURE IC,519818207
SECUTOP,804382091
SEDAPTA OSYS,321993750
SEE YOU SUN,824641294
SEELAB.AI,948824032
SELAS STUDIO,912943909
SELF & INNOV,818782997
SELL&SIGN (CALINDA SOFWARE),493811251
SELVITYS SONDAGE,851369041
SEM ENERG’IV,828837310
SENEF SOFT,529974511
SENIORADOM,789230026
SENSDIGITAL,499456333
SENSITIVE OBJECT,450418850
SEPION TECHNOLOGY,
SEQUANS COMMUNICATIONS,979284114
SEQUOIASOFT,522921634
SERAF PHYSIO PRO,848767042
SERAPHIN LEGAL,823634738
SERAPHIN.LEGAL,823634738
SERIOUS FACTORY,500592183
SERIOUS FRAMES,811338565
SERNDIP,531061844
SERVIPAC SALAZIE,950399006
SESAME IT,832787477
SET CORPORATION,789945565
SET IN STONE,
SETKEEPER,790865265
SEXTANT PROPERTIES,522780014
SFBX (ANCIENNEMENT CHANDAGO),831303896
SFE PROCESS,814653093
SFL INTERACTIVE,
SHADLINE,801878505
SHADOW (BLADE),891586299
SHARE(D),839878790
SHARECONFRÈRE,792414047
SHAREPAY,830659053
SHARK ROBOTICS,823372909
SHARPIST,
SHEELDMARKET,878929405
SHERPA MOBILE ROBOTICS,853956324
SHIFT TECHNOLOGY,791862618
SHIFTBIKES,885391540
SHINE RESEARCH,753977677
SHINKEN SOLUTIONS,794549543
SHIPBLU,
SHIPPINGBO,523471019
SHIRO GAMES,788434702
SHOPOPOP,813952082
SHORT EDITION,530552009
SHOW YOU,824446330
SHOWPLACE,841844855
SIGMA DATA CORP,888487352
SIGNIA THERAPEUTICS,828889642
SIIMPLE,
SIKIWIS DIGITALIZR,511492472
SILENT WAVES,909551228
SILEX FRANCE,518348552
SILEX ID,801077470
SILICON MOBILITY,815085659
SILO, LA SOLUTION ANTI-GASPI DES INDUSTRIELS,882593981
SIM&CURE,803695402
SINDUP,482506532
SINNY@OOKO,507955581
SIONIC ENERGY,
SIR FULL,529743239
SIRFULL,529743239
SIS ID,824003958
SITEW,518057310
SIVECO GROUP,334983087
SKAPING,803782978
SKEEREL,
SKILLBASE,814143665
SKILLEOS,793439555
SKIN & OUT,877899195
SKIPLY,810794966
SKIPPER NDT,822080206
SKWHEEL,
SKY BOY,797519832
SKY REPUBLIC,807591680
SKYREAL,833742919
SKYRECON SYSTEMS,450640586
SKYTECH SLP,843152406
SLIMCUT POWERED BY TELARIA,
SMART & CONNECTIVE,893505289
SMART BRAIN,839270212
SMART CUBE,812944684
SMART GLOBAL GOVERNANCE,853951556
SMART HOME FRANCE,491119657
SMART KITCHEN,801361411
SMART MACADAM,844250084
SMART ME UP,539546952
SMART PROSPECTIVE,819964503
SMART SAILORS,824929384
SMART SENSORS SYSTEMS 3S,814392916
SMART SERVICES,829481159
SMART TRAFFIK,751652934
SMART TRIBUNE,534318647
SMARTEAR,
SMARTEO.CO,842865461
SMARTGREENCHARGE,828110700
SMARTLY.AI,752292649
SMARTMEUP,539546952
SMARTPIXELS,811263235
SMARTVR,834704447
SMARTWASH INTERNATIONAL,901295709
SMASH & CO,828889493
SMELL’AIR,
SMILE R&D,982782534
SMILEREPAIR,823948674
SMOKE WATCHERS,800071607
SMS PARTNER,805010386
SMT PERFORMANCES,830632014
SNAPCALL,814387817
SNAPSHIFT,818582801
SNCF - DIRECTION NUMÉRIQUE GROUPE,
SNL PROLOGUES,380680231
SO SHAPE,798038345
SOCIAL BUILDER,539145193
SOCIAL CRUNCH,849248505
SOCIAL DIRECT,900613670
SOCIAL MEDIA FAMILY,825166812
SOCIAL MOOV,531968873
SOCIALLYMAP,
SOCIETE NATIONALE DES OBJETS CONNECTES,809823065
SOCIÉTÉ CHOLETAISE DE FABRICATION,65200420
SOCIÉTÉ DE RECHERCHE EN TECHNOLOGIES TRANSVERSES,
SOCIÉTÉ GÉNÉRALE,
SOCLOZ,523311173
SOFT KIDS,850938184
SOFTBRIDGE TECHNOLOGY,808583744
SOLAIRE BOX,813806866
SOLAL TECH,901455030
SOLAR BROTHER,818655250
SOLAR CLOTH SYSTEM,800532822
SOLASCURE,
SOLELH ENERGIE,987424983
SOLID POWER,
SOLLAN FRANCE,448330357
SOLUTION DATA,501458723
SOLUTIONS 909,843936329
SOLUTIONS PARFUM GRASSE,838174258
SOLÉO-ÉCOSOLUTIONS,823567714
SOMEO SOLUTIONS,812244630
SOMNO ENGINEERING,895108009
SON SAS,891358525
SONUP,878190875
SOPHIA ENGINEERING,480300425
SOPHIA GENETICS,804552651
SOPRA STERIA,326820065
SORAREDATA,
SORELLA CARE,911037695
SOTERIA LAB,808004626
SOUTH PIGALLE,
SPACE DESIGNER 3D,818337313
SPACE ELEPHANT,839193422
SPACE LOCKER,921381083
SPARK CLEANTECH,909736068
SPARK LAB,813316205
SPARKLING PARTNERS,803163625
SPARKMATE FRANCE,881799035
SPARKOW,451341036
SPARTHA MEDICAL,877489203
SPARUS SOFTWARE,449012905
SPECTRAL TMS,837539386
SPECTRAL TRANSACTIVE MEMORY SYSTEMS,837539386
SPEEXX,497909929
SPHÈRES,
SPINEM ROBOTICS,905250361
SPIRABLE,
SPIX INDUSTRY,791852288
SPORE.BIO,922166996
SPORT FACTION,797513975
SPORT HEROES,802532200
SPORT HEROES GROUP,802532200
SPORT QUANTUM,829079292
SPORT TEAM BUILDING,878768365
SPOTLIGHT MEDICAL,983468976
SPREADBUTTON,534533211
SPRING INVEST,925013799
SPY COMMERCE,792009904
SQUADRUNNER / LIVE HAPPIER,
SQUARE SENSE,834220162
STAFF & GO,790565964
STAFFMAN,904234788
STAFIZ,821215118
STAGE11,890762750
STAMUS NETWORKS,801247495
STANDING OVATION,884522582
STANLEY ROBOTICS,808943104
STARBOLT,843132754
STARFISH BIOSCIENCE,981922453
STARKAGE THERAPEUTICS,841065923
STARQUEST CAPITAL,841065923
STARTIN'BLOX,843134362
STARTUP FLOW,823281126
STARTUP PALACE,812479020
STATION CODING,851192252
STATION W,900699208
STEERIO,
STELLAR TELECOMMUNICATIONS,898983648
STELNEO,812170108
STEP PHARMA,802795906
STICKYADS.TV,
STILLA TECHNOLOGIES,797426376
STOCKLEAR,831548706
STOCKOSS,
STONE EDGE,818113672
STOPMARCEL,844792598
STOREFRONT,794460097
STORIO ENERGY,982898561
STOÏK,923382881
STREAMDATA IO,502377039
STREAMKAP,
STRONG BY FORM,
STUDENTPOP,821643608
STUDIO KER,889157293
STUDIO MOA & G,920905767
STUDIO MOEBIUS,838739654
STUDIO NYX,800541757
STUDIO PAILLETTE,883669798
STUDY QUIZZ,788744936
STUDYKA,530774439
ST?TO,918012121
SUBCLIC,810110023
SUBLIME ENERGIE,852793223
SUBLIME SKINZ,803054048
SUCCUBUS INTERACTIVE,441632122
SUCRINE CLUB,
SULITEST IMPACT,899696082
SULPICE TV,352330443
SUN ZU LAB,888380557
SUN'AGRI,852153428
SUNNA DESIGN,538125402
SUNNY LAKE,820235026
SUNZU LAB,888380557
SUN’R,501428676
SUPERFI,
SUPERMOOD,814058509
SUPERSONIC IMAGINE,481581890
SUPERTRIPPER,810491019
SUPERVISION CREATIVE,
SUPLI,
SURFACES TECHNOLOGIES,422929000
SURFE,
SURGIVISIO,518910419
SWAIVE,983675026
SWALLIS MEDICAL,848039004
SWEEPIN,811910918
SWEETCH ENERGY,810876177
SWIFTSKU,
SWIIFT IMAGING,902547850
SWITCH UP,531739829
SYA DIGITAL,894428747
SYLINK TECHNOLOGIE,829104595
SYMBIOFCELL STE,521148890
SYMPHONY COMMUNICATION,832043590
SYNAPSE DEVELOPPEMENT,393498324
SYNAPSE MEDICINE,827466590
SYNERGIE FAMILY,509340790
SYNHELIX,848917373
SYNOVO GROUP,790710735
SYNTHESIS AI,385259221
SYNTONY SAS,809830011
SÉZANE,488846007
SÊMEIA,829055854
TABMO,795236868
TACTICAL ADVENTURES,841226319
TAGPAY,484939038
TAIPRO ENGINEERING,833453061
TAKE A DESK,828577593
TAKE[AIR],905022596
TALE OF DATA,802068858
TALENT.IO,810131771
TALENTODAY,750029373
TALKR.AI,922465950
TALLANO TECHNOLOGIE,753991728
TALLANO TECHNOLOGIES,753991728
TALLYOS FRANCE,812502201
TAMASHARE,
TAMPLO,803444603
TANDOOR CLUB,920367679
TANU DIGITAL,831846985
TARABUT GATEWAY,
TASDA,530900943
TASTYCLOUD,822651550
TBWA CORPORATE,340128222
TCHAO TCHAO,914016878
TEACH ON MARS,793850462
TEACH UP,844317461
TEACHREO,
TEAM LEARNING,
TEAM VITALITY,794387498
TEAMCAT SOLUTIONS,811431519
TEAMHRV,889779096
TEAMOTY,842952830
TEAMOUT,
TEASERPUB SAS,818350431
TECH'4'TEAM,794062497
TECHNI DRONE,791372600
TECHNIWOOD INTERNATIONAL,802943845
TECHNOFOUNDERS PARTICIPATIONS,
TECHNOLOGIES DE FRANCE,824767982
TECHNOLOGY & STRATEGY,845345487
TECHSAFE INDUSTRIES,822676383
TEEM PHOTONICS,399229434
TEEMO,805138153
TEEPS.,393800321
TEEPY JOB,819650698
TEHTRIS,521474445
TELECOM SANTE,532685104
TELEDYNE E2V,341470656
TELEDYNE E2V SEMICONDUCTORS,341470656
TELEVET,888017761
TEMPOW,818339566
TENDAJI GROUP,878512045
TENERRDIS,485197057
TERANGA SOFTWARE,494426745
TERRA FERTILIS®,821956968
TERRA INNOVA,835372483
TERRAGON,478887375
TESSERACT SOLUTIONS,833947567
TESTAPIC,530171396
TEXTIL’IA,887888261
TGS FRANCE,523742468
TH INDUSTRIES,790625859
THABOR THERAPEUTICS,900441635
THALES DIS FRANCE SAS,844687749
THALES GROUP,433426392
THE AGENT,893432104
THE ARTIST ACADEMY,838153443
THE BEAUTÉ-TEST.COM,453400426
THE BRADERY,839442258
THE BUREAU,819990318
THE CAMP,892806662
THE CHATBOT FACTORY,789487121
THE CORNER,
THE DIAG FACTORY,791740293
THE EXPLORATION COMPANY,900427857
THE FABULOUS,799529383
THE FAMILY,950839233
THE GOOD CORNER,813837531
THE GOOD SPOON,849290317
THE GUITAR DIVISION,
THE HOKUS PLATFORM,892556689
THE MOBILE-FIRST COMPANY,978534543
THE NEW MATERIALIST,937634004
THE OASIS HOUSE,914432026
THE OTHER STORE,508514494
THE PACKENGERS,844648485
THE QA COMPANY,879173458
THE RASPBERRY CIRCLE,
THE REFINERS,
THE SANDAYA GROUP,524027455
THE SHIFTERS,920811809
THE SOCIALITE FAMILY,797641131
THE TREEP,820330504
THE TRUE BARBER,848551040
THE VERY FOOD COMPANY,909030140
THEPRICEHUB,812620953
THESS CORPORATE,892264672
THINK LOCAL ACT GLOBAL,
THIRD - 03RD,877848762
THOMSON VIDEO NETWORKS,333773174
THÉAOMAI,884182940
TIAMAT ENERGY,831726245
TIBOT TECHNOLOGIES,820627495
TIBTOP,810857474
TICKET SURF INTERNATIONAL,450932710
TIEMPO SECURE,
TIGHTR,811170794
TIIME CONSULTING,529492928
TIKINO,817937030
TILAK HEALTHCARE,820343044
TILLER SYSTEMS,801111030
TINGS LABS,811348150
TINUBU SQUARE,432915460
TIP TOQUE,813464146
TLS GEOTHERMICS,789594306
TOKTOKDOC,809914369
TOM&JOSETTE,852406784
TOMCAT FACTORY,882855984
TOMI.AI,978223873
TOMOJO,833515505
TOMORRO,
TOO GOOD TO GO,820731115
TOO SMART,892319781
TOOL ADVISOR,894566892
TOOPI ORGANICS,848016093
TOOT SWEET,811346287
TOPO.IO,
TOSA (TESTS ON SOFTWARE APPLICATIONS),900354200
TOUCAN TOCO,801300526
TOUCH & SELL,512978875
TOUCH SENSITY,878558519
TOUCHLINE INTERACTIVE,539571497
TOUS EN TANDEM,839728623
TOUTES MES AIDES,
TOUTI TERRE,805353422
TP QUBE,840728208
TRACE FOR GOOD,911576957
TRACE TV,411205628
TRACK THE TRUCK,884970302
TRACKCHAIN,
TRACKTL,795018076
TRANSACTION CONNECT,822619185
TRANSPLANET SATELLITE,
TRAVAUXLIB,813776416
TRAVEL ASSIST,848097275
TRAVELPERK,
TREATWELL FR,752044503
TREE DIGITAL FACTORY,524314846
TREEFROG THERAPEUTICS,844370320
TREEGRAM,518560289
TREESEVERYWHERE,883005407
TREESITION,911738771
TRIBUN HEALTH,538927120
TRIBVN HEALTHCARE,538927120
TRICERA SPORT,984695189
TRIDEKONE,840361315
TRIPNDRIVE,794337956
TRI’N’COLLECT,878110204
TRUFFLE CAPITAL,432942647
TRUSTED HEALTH,844319194
TRUSTT,
TRYON ENVIRONNEMENT,810884668
TULEAP,531796621
TUNABLE,
TUNDR,
TURACOO DIGITAL SIGNAGE,
TURENNE INVESTISSEMENT,828918763
TUT TUT,899164248
TUTO.COM,517502175
TWICE COMMERCE,894016237
TWIN ROBOTICS,884037144
TWINSWHEEL,481885374
TX CELL,435361209
TXCELL,435361209
TXFY,
TYPOLOGY,839009842
TÉLÉMAQUE,985076751
TÊTU,922500723
U'RSELF,820508885
U.NEAT,910750983
UBI SOLUTIONS,508855129
UBI TRANSPORTS,750423295
UBITRANSPORT,750423295
UCA – UNIVERSITÉ CLERMONT AUVERGNE,130028061
ULTRA PREMIUM DIRECT,901300319
ULYSS.CO,511464034
UN GRAND MARCHÉ,424761419
UNCROWD,
UNDERTHEDOORMAT,533795373
UNICORN SECURITY,891691362
UNIQUE HÉRITAGE MÉDIA,804974533
UNITED 3D MAKERS,423093459
UNITED HEROES,802532200
UNITED VISUAL RESEARCHERS,831248380
UNITY SC,411749997
UNITYSC,411749997
UNIVERSITE GRENOBLE ALPES,130026081
UNIVERSITE SAVOIE MONT BLANC POLE INNOVATION,197308588
UNIVERSITÉ CLAUDE BERNARD – LYON 1,196917744
UNIVERSITÉ GRENOBLE ALPES,130026081
UNIVERSITÉ SAVOIE MONT BLANC,197308588
UNIVR STUDIO,808246326
UNRAVEL,791331747
UP&CHARGE,929653061
UPCYCLE SAS,535091185
UPDATE FOODS CO,893375477
UPFEEL SERVICES,894966142
URBAN CAMPUS,984442640
URBAN CANOPEE,823373154
URBAN CONNECT,898731146
URBAN CUISINE,853531556
URBAN GAMING,532108156
URBAN POTAGER,814039145
URBAN RADAR,880373014
URGENCE DOCTEURS,829881721
USEFUL INNOVATION MINDSET,920902285
USERADGENTS,432694735
USINE IO,798160651
USINE.IO,798160651
UV BOOSTING,824904569
V POUR VERDICT,832227029
VADE SECURE,794012872
VALENCE ROMANS AGGLO,821232717
VALUE GAMES,878549807
VALUE YOUR NETWORK,808094361
VAMSTAR,
VAUBAN SYSTEMS,512914722
VECTIVBIO,
VEGEPOLYS VALLEY,490338688
VELOMAD,834233751
VENTURE ORBITAL SYSTEMS,850181918
VERDIKT,889631123
VERGORÀ,
VERO TECHNOLOGIES,
VERSO ENERGY,897428074
VESTA SYSTEM,530649326
VESTACK LUDWIG,892499773
VESTIAIRE COLLECTIVE,517465225
VFP THERAPIES,753341791
VIA SANA,883920167
VIAPIX SYSTEMS,892285586
VIAREPORT,481601540
VIBLY,920228185
VIBRA NOVA,987725959
VIBRA NOVA SAS,987725959
VICHAR – DTA,921326328
VIDEOSTEP,537450140
VIEWPAY,531529329
VIIBE COMMUNICATION,825180300
VIICAD 1.0,
VIKTORY SOFTWARE,892322280
VIRTEEM COMPANION,
VISIATIV SOFTWARE,353695174
VISIBLE PATIENT,794458125
VISIBLEE,830036353
VISIOMED,498785112
VISION SYSTEMS,378956601
VISION TECHNOLOGY,915168157
VISIONSPOL,834259889
VISITDIGITAL,823473970
VISUAL BEHAVIOR,882498728
VITAVINUM,828397745
VITE MON MARCHÉ,828079467
VIVATECHNOLOGY,453971525
VIVOPTIM SOLUTIONS,840628895
VIZCAB,811426584
VIZZIA,899832901
VOCAL APPS,752292649
VOIP TELECOM,504189366
VOLTA MEDICAL,820967875
VOLTAAGE,
VOLTEC SOLAR,518706965
VOLUMIC 3D,452187792
VOSYS VIRTUAL OPEN SYSTEMS,529212987
VOXNATION,421943416
VOYAGE PRIVÉ,985120906
VR ACADEMIE,917566408
VR SQUAD,834335424
VRACO SARL,891177230
VROOMLY,829016070
VRROOM,834566580
VRTUOZ,914560727
VS PROJECTS,501037014
VS TECHNOLOGY,931749550
VUF BIKES,808368997
VÉGÉTALEMENT PROVENCE,824522072
VÉRITABLE,
W PLATFORM,899623979
WAAM COSMETICS,533846143
WAGA ENERGY,809233471
WALNUT ALGORITHMS,811312719
WAND.AI,793333360
WARREN WALTER,810040469
WAS LIGHT,801779067
WASPITO,
WASTE MARKETPLACE,842863037
WATER HORIZON,830353793
WATT AND WELL,501934939
WATTSON ELEMENTS (FALCO & FALCO AMERICAS),
WAVES'N SEE,814173035
WAYSIA,840059919
WAZA EDUCATION,828784421
WE ADVOCACY,833963069
WE DO GOOD,797519105
WE GO GREENR,881550883
WE LOVE CUSTOMERS,820816494
WE PSEE,897707469
WE RECRUIT,813470820
WEACCESS GROUP,402156616
WEATHER MEASURES,810653949
WEB 3 TOKENIZATION,910399435
WEB GEO SERVICES,514073998
WEB'AIR,
WECARE@WORK,810156828
WEDRESSFAIR,834527855
WEEDOO IT,820648905
WEESEC,899063312
WEFOX,895157147
WELCOME AT,878264571
WELCOME AT WORK,813362399
WELCOME AT WORK!,813362399
WELCOME TO THE JUNGLE,802162628
WELOVEDEVS,818572877
WERLEN IPSUM,951778851
WERÉSO,842420812
WETRADELOCAL / FLEURS D'ICI,828469650
WETRADELOCAL.IO,828469650
WHAT MATTERS,841696552
WHAT THE SHOP,818655084
WHATMATTERS,841696552
WHEEL OF WORK,889124343
WHERE YOU LOVE,752688945
WHILE ZERO,809011265
WHIP MEDIA,842307696
WHITELAB GENOMICS,847935046
WHOZ,483060588
WILD CODE SCHOOL,794926063
WILD WITS GAME,895142701
WILDESK,
WILDSENSE,891132713
WILOKI,843936915
WIND CAPITAL,834071474
WIND FISHER,900289497
WIND MY ROOF,840718225
WINE IN BLOCK,884879008
WINERIZ,884879008
WINGLY,812309763
WINO TECHNOLOGIES,812403335
WISE INTEGRATION,881644900
WISE TRAIL RUNNING,878756261
WISELEMENT,818671588
WISEMBLY,523455566
WISETAX,911132611
WIZYEMM,822395802
WIZZCAD,798693578
WONDA VR,822224473
WONDER PARTNER'S,834495442
WONDERPUSH,813038973
WONDERSOFT STUDIO,982775686
WOPILO,827485467
WORK PRO,894879923
WORK WITH ISLAND,845369495
WORKADVENTURE,899556575
WORKELO,831337498
WORKSHOP IT!,828520536
WORLD GAMING FEDERATION,810147314
WORLDGAME,492923735
WORLDGRID FRANCE,517703369
WOSMU,812871598
WOÔ,814542288
WP CONNECT,808840474
WP MEDIA,800260648
WYSE LIGHT,894652791
WYZ GROUP,510756737
X3D GROUP SAS,813905205
XAMEN TECHNOLOGIES,754080083
XARIAN,892357138
XEE,
XILOPIX SAS,505176594
XIVO,510373400
XL RECYCLING,822714903
XOMETRY EUROPE,890067820
XP DIGIT,808615165
XPERIENCE.IMMO,920254448
XTU ARCHITECTS,522325836
XXII GROUP,810761783
YELLOWPOP,522325836
YES OUI BOT,833520778
YES YES,985177559
YESBOONY,
YESWEHACK,814037214
YNEURO,828385344
YONA ROBOTICS,450854203
YOOMUM,7238925
YOOTALENT,504751578
YOUDAY CRM,818693954
YOUR BO,753521624
YOURAIPREDICTION,
YOUVERIFY,
YS ENERGIES MARINES DEVELOPPEMENT,901192799
YUCCAN LEAD,883099160
YUKIN THERAPEUTICS,840469464
YULIFE,10308260
YUMGO,849027073
YUMPINGO,10129221
YUZZITPRO,504732058
ZADIENT TECHNOLOGIES SAS,884434036
ZANIFU,
ZE COMBI,822095436
ZE DRIME TIM,909432023
ZE ENERGY,852197763
ZEFI.AI,827484494
ZELIQ,922560065
ZEN MODULAR,908928989
ZEN'TO TECHNOLOGIE,513861690
ZENMOOV,984694513
ZENTACT ROBOTICS,922159744
ZENTEK,883040404
ZERO CARBON EMISSION,922347331
ZHOR TECH,808187280
ZIC ETHIC,891808230
ZNAPP,793139783
ZOOV,505280727
ZOÏ,903224806
ZÉPHYR SOLAR,831928874
ÉCOLE DES MINES DE SAINT-ÉTIENNE,194200945
ÉDIFICE,822225868
ÉLECOCITÉ,832691307
ÊVERIE,987381415
?BERON,901668327
ŸNSECT,534948617
